"Gene","Branch","K","Relaxation.Parameter..K.","p.value","Taxa","Condition","padj","Result","TestedLichen","Pair","ln_K","InterPro_ID","Protein_function","GO_term"
"OG0004706","Sym_ret",1.16595889595856,3.28853494531552,0.00125721120544631,"Symbiochloris reticulata","Lichen-forming",0.0357733733913358,"Intensified","Symbiochloris reticulata","Symbiochloris",1.19044216022418,"IPR005065","Platelet-activating factor acetylhydrolase-like","GO:0003847|GO:0016042"
"OG0003374","Tre_spC0010",7.24451945003233,1.65553845889742,0.000846578624171257,"Trebouxia sp.C0010","Lichen-forming",0.012531909500741,"Intensified","Trebouxia sp.C0010","Trebouxia",0.504126308721385,NA,NA,NA
"OG0003378","Tre_spC0010",1.98378742068578,2.59554059284385,0.00548754609592006,"Trebouxia sp.C0010","Lichen-forming",0.0464953481131496,"Intensified","Trebouxia sp.C0010","Trebouxia",0.95379481586381,NA,NA,NA
"OG0003384","Tre_spC0010",24.2471499607099,2.18439730436397,0.000206511868926729,"Trebouxia sp.C0010","Lichen-forming",0.00541520011852311,"Intensified","Trebouxia sp.C0010","Trebouxia",0.781339957255533,NA,NA,NA
"OG0003405","Tre_spC0010",11.5546813582162,21.6697073601169,0.000678115069788099,"Trebouxia sp.C0010","Lichen-forming",0.0110008940181441,"Intensified","Trebouxia sp.C0010","Trebouxia",3.07591531107854,NA,NA,NA
"OG0003429","Tre_spC0010",1.6065226944525,2.98966106221632,9.73950141870406e-05,"Trebouxia sp.C0010","Lichen-forming",0.00322165888391961,"Intensified","Trebouxia sp.C0010","Trebouxia",1.0951600238589,"IPR013128","Peptidase C1A","GO:0008234"
"OG0003435","Tre_spC0010",8.88816259991228,1.36636074124997,0.00111982384213605,"Trebouxia sp.C0010","Lichen-forming",0.0153204885069048,"Intensified","Trebouxia sp.C0010","Trebouxia",0.312150812118605,NA,NA,NA
"OG0003438","Tre_spC0010",4.76901134094688,1.70385341166527,0.000231659844237453,"Trebouxia sp.C0010","Lichen-forming",0.00591045656649069,"Intensified","Trebouxia sp.C0010","Trebouxia",0.532892398688639,NA,NA,NA
"OG0003442","Tre_spC0010",0.777403746219126,2.46571756786093,0.00131130877137497,"Trebouxia sp.C0010","Lichen-forming",0.0170313076102669,"Intensified","Trebouxia sp.C0010","Trebouxia",0.902482867713018,NA,NA,NA
"OG0003465","Tre_spC0010",15.6415154483322,2.08261433928098,4.85546847465157e-05,"Trebouxia sp.C0010","Lichen-forming",0.00183342489602843,"Intensified","Trebouxia sp.C0010","Trebouxia",0.733623998368443,"IPR004667","ADP/ATP carrier protein","GO:0005471|GO:0005524|GO:0006810|GO:0016021"
"OG0003474","Tre_spC0010",0.841495762969444,2.102906726504,0.00106952517740388,"Trebouxia sp.C0010","Lichen-forming",0.0148475259921951,"Intensified","Trebouxia sp.C0010","Trebouxia",0.743320543147325,NA,NA,NA
"OG0003475","Tre_spC0010",15.4315187488897,2.39437998878364,0.00132209418939411,"Trebouxia sp.C0010","Lichen-forming",0.0170313076102669,"Intensified","Trebouxia sp.C0010","Trebouxia",0.873124320013759,NA,NA,NA
"OG0003483","Tre_spC0010",13.7632406585128,1.6852136115488,1.38388067094652e-06,"Trebouxia sp.C0010","Lichen-forming",0.000100491027182578,"Intensified","Trebouxia sp.C0010","Trebouxia",0.5218923282019,NA,NA,NA
"OG0003498","Tre_spC0010",19.6704280029691,1.76813177172512,0.000382258053720941,"Trebouxia sp.C0010","Lichen-forming",0.00839189773750158,"Intensified","Trebouxia sp.C0010","Trebouxia",0.56992349295685,NA,NA,NA
"OG0003499","Tre_spC0010",0.868274090916111,1.67113404215137,0.00187735880676232,"Trebouxia sp.C0010","Lichen-forming",0.0216125208973613,"Intensified","Trebouxia sp.C0010","Trebouxia",0.513502463123397,"IPR007266","Endoplasmic reticulum oxidoreductin 1","GO:0003756|GO:0005783|GO:0016671|GO:0055114"
"OG0003516","Tre_spC0010",0.410484256844839,2.78323929178968,0.00167966576808165,"Trebouxia sp.C0010","Lichen-forming",0.0203282626290907,"Intensified","Trebouxia sp.C0010","Trebouxia",1.0236154622429,"IPR030184","WAT1-related protein","GO:0016021|GO:0022857"
"OG0003533","Tre_spC0010",1.3621366210917,3.08889878305569,0.0003437582508935,"Trebouxia sp.C0010","Lichen-forming",0.00772637592484438,"Intensified","Trebouxia sp.C0010","Trebouxia",1.12781464650277,NA,NA,NA
"OG0003541","Tre_spC0010",3.28023658153947,3.03649772888128,0.00551639723376351,"Trebouxia sp.C0010","Lichen-forming",0.0464953481131496,"Intensified","Trebouxia sp.C0010","Trebouxia",1.11070478841557,NA,NA,NA
"OG0003557","Tre_spC0010",1.39448278352619,1.38998758490421,0.00236498756902803,"Trebouxia sp.C0010","Lichen-forming",0.0250848119681175,"Intensified","Trebouxia sp.C0010","Trebouxia",0.329294815379126,NA,NA,NA
"OG0003559","Tre_spC0010",9.22963718697293,1.82080344435293,8.78226402378779e-07,"Trebouxia sp.C0010","Lichen-forming",6.90871436537973e-05,"Intensified","Trebouxia sp.C0010","Trebouxia",0.599277856618192,NA,NA,NA
"OG0003569","Tre_spC0010",0.808479988779642,2.17299776229956,0.00114883313184311,"Trebouxia sp.C0010","Lichen-forming",0.015353792139305,"Intensified","Trebouxia sp.C0010","Trebouxia",0.776107671499054,NA,NA,NA
"OG0003570","Tre_spC0010",11.0068859586408,41.7693649005253,0.00102569379888806,"Trebouxia sp.C0010","Lichen-forming",0.0144515663604527,"Intensified","Trebouxia sp.C0010","Trebouxia",3.7321631737137,NA,NA,NA
"OG0003571","Tre_spC0010",2.257515521502,1.51615593052925,0.00523462496715021,"Trebouxia sp.C0010","Lichen-forming",0.0461821118597178,"Intensified","Trebouxia sp.C0010","Trebouxia",0.416178138480444,"IPR000439","Ribosomal protein L15e","GO:0003735|GO:0005840|GO:0006412"
"OG0003587","Tre_spC0010",9.32242939870396,35.4474472122,2.410188689983e-05,"Trebouxia sp.C0010","Lichen-forming",0.000990666442307232,"Intensified","Trebouxia sp.C0010","Trebouxia",3.56805123944587,"IPR030079","Phosphoglucan phosphatase DSP4","GO:0005982|GO:0007623|GO:0019203"
"OG0003605","Tre_spC0010",6.15381643734767,1.43462506346203,0.00147268503338094,"Trebouxia sp.C0010","Lichen-forming",0.0180547359936572,"Intensified","Trebouxia sp.C0010","Trebouxia",0.360903535254662,"IPR004540","Translation elongation factor EFG/EF2","GO:0003746|GO:0005525|GO:0005622|GO:0006414"
"OG0003606","Tre_spC0010",4.06002547412902,1.4388896909795,0.000447915752832872,"Trebouxia sp.C0010","Lichen-forming",0.00919201023204851,"Intensified","Trebouxia sp.C0010","Trebouxia",0.363871768246662,"IPR031150","BBP/SF1 family","GO:0000398|GO:0003723|GO:0045131"
"OG0003629","Tre_spC0010",2.83504110311924,1.36340738355532,9.52777844864805e-06,"Trebouxia sp.C0010","Lichen-forming",0.000449711142776188,"Intensified","Trebouxia sp.C0010","Trebouxia",0.309986995477814,"IPR028363","DNA-directed RNA polymerase, subunit  RPB6","GO:0003899|GO:0005634|GO:0005665|GO:0006351"
"OG0003674","Tre_spC0010",1.19890469600275,2.6355779297058,0.00493665460706028,"Trebouxia sp.C0010","Lichen-forming",0.044275762260506,"Intensified","Trebouxia sp.C0010","Trebouxia",0.969102486106014,NA,NA,NA
"OG0003678","Tre_spC0010",10.5359177175994,3.23391822678769,2.4137000183333e-05,"Trebouxia sp.C0010","Lichen-forming",0.000990666442307232,"Intensified","Trebouxia sp.C0010","Trebouxia",1.17369447536451,NA,NA,NA
"OG0003685","Tre_spC0010",0.117516914475098,3.16257085734097,0.000102383227243208,"Trebouxia sp.C0010","Lichen-forming",0.00322165888391961,"Intensified","Trebouxia sp.C0010","Trebouxia",1.15138525928595,NA,NA,NA
"OG0003701","Tre_spC0010",13.6601849473324,1.41785820403465,0.00133508131690652,"Trebouxia sp.C0010","Lichen-forming",0.0170313076102669,"Intensified","Trebouxia sp.C0010","Trebouxia",0.349147425955196,"IPR011556","Glutamate--cysteine ligase, plant-type","GO:0004357|GO:0006750"
"OG0003710","Tre_spC0010",0.238955610802175,3.0053655837974,0.000507273756292448,"Trebouxia sp.C0010","Lichen-forming",0.00957732851880141,"Intensified","Trebouxia sp.C0010","Trebouxia",1.100399219089,NA,NA,NA
"OG0003719","Tre_spC0010",13.7685267210539,6.90906563321534,0.000735626244918186,"Trebouxia sp.C0010","Lichen-forming",0.0113841176262749,"Intensified","Trebouxia sp.C0010","Trebouxia",1.93283440913086,NA,NA,NA
"OG0003756","Tre_spC0010",20.2372939821925,1.69883967026951,6.08014284808611e-07,"Trebouxia sp.C0010","Lichen-forming",5.73965484859329e-05,"Intensified","Trebouxia sp.C0010","Trebouxia",0.5299454711207,NA,NA,NA
"OG0003778","Tre_spC0010",2.39390409965503,1.47371492946712,0.000417428085317528,"Trebouxia sp.C0010","Lichen-forming",0.00895572983044879,"Intensified","Trebouxia sp.C0010","Trebouxia",0.387786375787055,NA,NA,NA
"OG0003795","Tre_spC0010",0.188601287191857,1.51593816395212,0.000687555876134005,"Trebouxia sp.C0010","Lichen-forming",0.0110008940181441,"Intensified","Trebouxia sp.C0010","Trebouxia",0.416034497438496,NA,NA,NA
"OG0003802","Tre_spC0010",0.299097222139724,2.53432857245078,0.00013610685356491,"Trebouxia sp.C0010","Lichen-forming",0.00401515218016485,"Intensified","Trebouxia sp.C0010","Trebouxia",0.929928739022213,NA,NA,NA
"OG0003821","Tre_spC0010",8.95622383136016,37.1150915326805,2.93750284230399e-06,"Trebouxia sp.C0010","Lichen-forming",0.000184866845542331,"Intensified","Trebouxia sp.C0010","Trebouxia",3.61402366675751,"IPR033010","The WD repeat Cdc20/Fizzy family","GO:0010997|GO:0097027|GO:1904668"
"OG0003853","Tre_spC0010",6.93024097060005,1.34722676233639,0.00466678518640351,"Trebouxia sp.C0010","Lichen-forming",0.043178114110913,"Intensified","Trebouxia sp.C0010","Trebouxia",0.298048229463302,NA,NA,NA
"OG0003854","Tre_spC0010",4.92990960120029,1.85508467547741,0.000180053698000337,"Trebouxia sp.C0010","Lichen-forming",0.00507730160583881,"Intensified","Trebouxia sp.C0010","Trebouxia",0.617930342175233,"IPR014492","Poly(A) polymerase","GO:0004652|GO:0005634|GO:0043631"
"OG0003858","Tre_spC0010",1.85475813761169,1.36074553872956,0.000859872594456634,"Trebouxia sp.C0010","Lichen-forming",0.012531909500741,"Intensified","Trebouxia sp.C0010","Trebouxia",0.308032739788903,NA,NA,NA
"OG0003892","Tre_spC0010",3.93255704306245,2.35811600225,0.00308877917331518,"Trebouxia sp.C0010","Lichen-forming",0.0306927109432582,"Intensified","Trebouxia sp.C0010","Trebouxia",0.857862996091734,NA,NA,NA
"OG0003901","Tre_spC0010",5.49618121817069,50,6.35601700084143e-05,"Trebouxia sp.C0010","Lichen-forming",0.00230772309569012,"Intensified","Trebouxia sp.C0010","Trebouxia",3.91202300542815,"IPR002813","Arginine biosynthesis protein ArgJ","GO:0004358|GO:0006526"
"OG0003934","Tre_spC0010",11.9143334253506,11.2661861302731,1.61659993247465e-06,"Trebouxia sp.C0010","Lichen-forming",0.000109005024018291,"Intensified","Trebouxia sp.C0010","Trebouxia",2.42180586175209,NA,NA,NA
"OG0003956","Tre_spC0010",5.11983789359445,1.20189127445228,0.00266438893370002,"Trebouxia sp.C0010","Lichen-forming",0.0276393753122288,"Intensified","Trebouxia sp.C0010","Trebouxia",0.183896378155166,NA,NA,NA
"OG0003967","Tre_spC0010",9.34392032978793,2.00948194733918,1.08666051823469e-07,"Trebouxia sp.C0010","Lichen-forming",1.70967921535592e-05,"Intensified","Trebouxia sp.C0010","Trebouxia",0.69787695120873,"IPR000407","Nucleoside phosphatase GDA1/CD39","GO:0016787"
"OG0003983","Tre_spC0010",7.74116260999816,1.69845960911239,0.00355585915430523,"Trebouxia sp.C0010","Lichen-forming",0.0346054746563313,"Intensified","Trebouxia sp.C0010","Trebouxia",0.529721728007447,"IPR007783","Eukaryotic translation initiation factor 3 subunit D","GO:0003743|GO:0005737|GO:0005852"
"OG0003991","Tre_spC0010",26.4346564315668,50,0.000480988349696343,"Trebouxia sp.C0010","Lichen-forming",0.00926638779823159,"Intensified","Trebouxia sp.C0010","Trebouxia",3.91202300542815,"IPR000039","Ribosomal protein L18e","GO:0003735|GO:0005622|GO:0005840|GO:0006412"
"OG0003994","Tre_spC0010",5.40285725586636,8.87489067567504,0.000332876500705792,"Trebouxia sp.C0010","Lichen-forming",0.00766427845527482,"Intensified","Trebouxia sp.C0010","Trebouxia",2.18322601705181,"IPR004468","CTP synthase","GO:0003883|GO:0006221"
"OG0003996","Tre_spC0010",3.25146350015005,1.23032121872048,0.00273247083615247,"Trebouxia sp.C0010","Lichen-forming",0.028037526840521,"Intensified","Trebouxia sp.C0010","Trebouxia",0.207275288720989,NA,NA,NA
"OG0003997","Tre_spC0010",17.921938782735,2.61955519347021,2.53697690633103e-08,"Trebouxia sp.C0010","Lichen-forming",5.98726549894124e-06,"Intensified","Trebouxia sp.C0010","Trebouxia",0.963004529875204,NA,NA,NA
"OG0004005","Tre_spC0010",6.2384954637005,2.70580559584574,5.53707601225195e-06,"Trebouxia sp.C0010","Lichen-forming",0.000307470573856814,"Intensified","Trebouxia sp.C0010","Trebouxia",0.995399685277872,"IPR001233","tRNA-splicing ligase, RtcB","GO:0006396|GO:0008452"
"OG0004012","Tre_spC0010",20.6471695936479,1.90953399802428,2.53985300685544e-05,"Trebouxia sp.C0010","Lichen-forming",0.00099900884936314,"Intensified","Trebouxia sp.C0010","Trebouxia",0.646859232198553,NA,NA,NA
"OG0004024","Tre_spC0010",18.9034687573852,1.88739746819202,8.07279723513687e-07,"Trebouxia sp.C0010","Lichen-forming",6.90871436537973e-05,"Intensified","Trebouxia sp.C0010","Trebouxia",0.635198879177907,NA,NA,NA
"OG0004070","Tre_spC0010",19.3206899089605,1.20059021504224,0.00143301966660425,"Trebouxia sp.C0010","Lichen-forming",0.0177996127009791,"Intensified","Trebouxia sp.C0010","Trebouxia",0.182813281745958,NA,NA,NA
"OG0004082","Tre_spC0010",1.81830899591214,2.81105980714408,0.00428909239969966,"Trebouxia sp.C0010","Lichen-forming",0.0400881507457077,"Intensified","Trebouxia sp.C0010","Trebouxia",1.03356156780766,"IPR003358","tRNA (guanine-N-7) methyltransferase, Trmb type","GO:0006400|GO:0008176"
"OG0004111","Tre_spC0010",0.219401430382438,1.70824650089896,0.000548132033300619,"Trebouxia sp.C0010","Lichen-forming",0.0100605451836514,"Intensified","Trebouxia sp.C0010","Trebouxia",0.535467406322467,NA,NA,NA
"OG0004113","Tre_spC0010",16.8999420448963,1.40525426138819,0.000720571641773748,"Trebouxia sp.C0010","Lichen-forming",0.0113369938305736,"Intensified","Trebouxia sp.C0010","Trebouxia",0.340218255372371,NA,NA,NA
"OG0004132","Tre_spC0010",0.800462914560492,1.93946865810154,0.000299416269843755,"Trebouxia sp.C0010","Lichen-forming",0.00724740919826936,"Intensified","Trebouxia sp.C0010","Trebouxia",0.662414047984656,NA,NA,NA
"OG0004147","Tre_spC0010",1.05545507473914,1.94956785123776,0.000577220985232052,"Trebouxia sp.C0010","Lichen-forming",0.0100605451836514,"Intensified","Trebouxia sp.C0010","Trebouxia",0.667607733265611,"IPR020103","Pseudouridine synthase, catalytic domain","GO:0001522|GO:0003723|GO:0009451|GO:0009982"
"OG0004162","Tre_spC0010",13.2762723049585,1.53985367436952,0.00427290518929058,"Trebouxia sp.C0010","Lichen-forming",0.0400881507457077,"Intensified","Trebouxia sp.C0010","Trebouxia",0.431687395268003,"IPR012080","Aspartate-semialdehyde dehydrogenase","GO:0004073|GO:0009086|GO:0009088|GO:0009089|GO:0009097|GO:0050661|GO:0055114"
"OG0004163","Tre_spC0010",9.4313616617641,1.37105333159029,0.000571198409957008,"Trebouxia sp.C0010","Lichen-forming",0.0100605451836514,"Intensified","Trebouxia sp.C0010","Trebouxia",0.315579299597698,NA,NA,NA
"OG0004166","Tre_spC0010",0.616431724405961,1.54155751047361,0.00484220850599426,"Trebouxia sp.C0010","Lichen-forming",0.0439523541313325,"Intensified","Trebouxia sp.C0010","Trebouxia",0.432793275772438,NA,NA,NA
"OG0004170","Tre_spC0010",30.2202636562929,1.447499568677,0.00218419776062351,"Trebouxia sp.C0010","Lichen-forming",0.0242574433650422,"Intensified","Trebouxia sp.C0010","Trebouxia",0.369837632487073,NA,NA,NA
"OG0004193","Tre_spC0010",17.7821759985891,9.64064747666319,2.07914431227252e-08,"Trebouxia sp.C0010","Lichen-forming",5.98726549894124e-06,"Intensified","Trebouxia sp.C0010","Trebouxia",2.26598827199591,"IPR031610","Protein TIC110, chloroplastic","GO:0009507"
"OG0004196","Tre_spC0010",0.294230023843906,1.41124467131441,0.00407984523849014,"Trebouxia sp.C0010","Lichen-forming",0.0389027667185323,"Intensified","Trebouxia sp.C0010","Trebouxia",0.344472060612365,NA,NA,NA
"OG0004222","Tre_spC0010",0.278904274747115,1.87359689893599,0.000111433768728242,"Trebouxia sp.C0010","Lichen-forming",0.00339333798966001,"Intensified","Trebouxia sp.C0010","Trebouxia",0.627860058723307,NA,NA,NA
"OG0004223","Tre_spC0010",20.7448744084494,1.46439190138667,0.00208143947423534,"Trebouxia sp.C0010","Lichen-forming",0.0233914150437876,"Intensified","Trebouxia sp.C0010","Trebouxia",0.381440071919965,"IPR011400","Eukaryotic translation initiation factor 3 subunit B","GO:0003723|GO:0003743|GO:0005852|GO:0006413|GO:0031369"
"OG0004234","Tre_spC0010",21.5054434190618,1.44689539182899,0.00549779925232741,"Trebouxia sp.C0010","Lichen-forming",0.0464953481131496,"Intensified","Trebouxia sp.C0010","Trebouxia",0.36942015189785,"IPR018149","Lysyl-tRNA synthetase, class II, C-terminal","GO:0000166|GO:0004824|GO:0005524|GO:0005737|GO:0006430"
"OG0004245","Tre_spC0010",0.183858752485826,1.92905095073774,0.000182868913769618,"Trebouxia sp.C0010","Lichen-forming",0.00507730160583881,"Intensified","Trebouxia sp.C0010","Trebouxia",0.657028146606261,NA,NA,NA
