branch,dN,dS,omega,lnL,SOG,Model
9..4,0.1295,2.3554,0.055,-16870.889171,OG0003761,M0
8..7,0.2314,4.2066,0.055,-16870.889171,OG0003761,M0
8..1,0.1723,71.4423,0.0024,-15756.894467,OG0003798,M0
8..9,0.042,17.4001,0.0024,-15756.894467,OG0003798,M0
9..10,0.0309,12.798,0.0024,-15756.894467,OG0003798,M0
10..11,0.0928,38.4931,0.0024,-15756.894467,OG0003798,M0
11..2,0.1164,48.2557,0.0024,-15756.894467,OG0003798,M0
11..3,0.1137,47.142,0.0024,-15756.894467,OG0003798,M0
10..4,0.1754,72.7087,0.0024,-15756.894467,OG0003798,M0
9..12,0.159,65.9198,0.0024,-15756.894467,OG0003798,M0
12..5,0.113,46.8722,0.0024,-15756.894467,OG0003798,M0
12..6,0.121,50.1536,0.0024,-15756.894467,OG0003798,M0
8..7,0.1512,62.6963,0.0024,-15756.894467,OG0003798,M0
8..1,0.2504,3.2363,0.0774,-5078.572679,OG0003796,M0
8..9,0.0798,1.0308,0.0774,-5078.572679,OG0003796,M0
9..10,0.0415,0.5363,0.0774,-5078.572679,OG0003796,M0
10..11,0.0547,0.7068,0.0774,-5078.572679,OG0003796,M0
11..2,0.0969,1.252,0.0774,-5078.572679,OG0003796,M0
11..3,0.1262,1.6312,0.0774,-5078.572679,OG0003796,M0
10..4,0.0971,1.255,0.0774,-5078.572679,OG0003796,M0
9..12,0.1003,1.296,0.0774,-5078.572679,OG0003796,M0
12..5,0.1177,1.5214,0.0774,-5078.572679,OG0003796,M0
12..6,0.0866,1.1195,0.0774,-5078.572679,OG0003796,M0
8..7,0.1966,2.5409,0.0774,-5078.572679,OG0003796,M0
8..1,0.143,3.4499,0.0414,-8689.369265,OG0003789,M0
8..9,0.0439,1.0584,0.0414,-8689.369265,OG0003789,M0
9..10,0.0442,1.0659,0.0414,-8689.369265,OG0003789,M0
10..11,0.1173,2.8307,0.0414,-8689.369265,OG0003789,M0
11..2,0.0567,1.3673,0.0414,-8689.369265,OG0003789,M0
11..3,0.0621,1.4976,0.0414,-8689.369265,OG0003789,M0
10..12,0.1626,3.9237,0.0414,-8689.369265,OG0003789,M0
12..5,0.1294,3.1223,0.0414,-8689.369265,OG0003789,M0
12..6,0.0988,2.383,0.0414,-8689.369265,OG0003789,M0
9..4,0.1451,3.5014,0.0414,-8689.369265,OG0003789,M0
8..7,0.1926,4.647,0.0414,-8689.369265,OG0003789,M0
8..1,0.2394,53.7375,0.0045,-11536.175455,OG0003782,M0
8..9,0.0417,9.3575,0.0045,-11536.175455,OG0003782,M0
9..10,0.11,24.6804,0.0045,-11536.175455,OG0003782,M0
10..2,0.1623,36.4352,0.0045,-11536.175455,OG0003782,M0
10..3,0.1507,33.8175,0.0045,-11536.175455,OG0003782,M0
9..11,0.0659,14.7977,0.0045,-11536.175455,OG0003782,M0
11..4,0.2055,46.1215,0.0045,-11536.175455,OG0003782,M0
11..7,0.3311,74.311,0.0045,-11536.175455,OG0003782,M0
8..12,0.1436,32.2243,0.0045,-11536.175455,OG0003782,M0
12..5,0.1575,35.3532,0.0045,-11536.175455,OG0003782,M0
12..6,0.1466,32.9033,0.0045,-11536.175455,OG0003782,M0
8..1,0.3198,72.179,0.0044,-9362.665634,OG0003769,M0
8..9,0.0942,21.2705,0.0044,-9362.665634,OG0003769,M0
9..10,0.0426,9.6203,0.0044,-9362.665634,OG0003769,M0
10..11,0.0609,13.7464,0.0044,-9362.665634,OG0003769,M0
11..2,0.0921,20.7799,0.0044,-9362.665634,OG0003769,M0
11..3,0.0977,22.0553,0.0044,-9362.665634,OG0003769,M0
10..4,0.1877,42.3755,0.0044,-9362.665634,OG0003769,M0
9..7,0.2129,48.047,0.0044,-9362.665634,OG0003769,M0
8..12,0.1184,26.7246,0.0044,-9362.665634,OG0003769,M0
12..5,0.0956,21.5698,0.0044,-9362.665634,OG0003769,M0
12..6,0.1919,43.3087,0.0044,-9362.665634,OG0003769,M0
8..1,0.3055,86.4464,0.0035,-2623.578382,OG0003795,M0
8..9,0.0212,5.9984,0.0035,-2623.578382,OG0003795,M0
9..10,0.0872,24.6655,0.0035,-2623.578382,OG0003795,M0
10..2,0.1187,33.5839,0.0035,-2623.578382,OG0003795,M0
10..3,0.1005,28.4266,0.0035,-2623.578382,OG0003795,M0
9..7,0.1978,55.9645,0.0035,-2623.578382,OG0003795,M0
8..11,0.0531,15.0127,0.0035,-2623.578382,OG0003795,M0
11..4,0.0989,27.9845,0.0035,-2623.578382,OG0003795,M0
11..12,0.2186,61.8644,0.0035,-2623.578382,OG0003795,M0
12..5,0.1081,30.5938,0.0035,-2623.578382,OG0003795,M0
12..6,0.1307,36.9929,0.0035,-2623.578382,OG0003795,M0
8..1,0.2445,11.5377,0.0212,-5317.370796,OG0003781,M0
8..9,0.0624,2.944,0.0212,-5317.370796,OG0003781,M0
9..10,0.0481,2.2694,0.0212,-5317.370796,OG0003781,M0
10..11,0.1217,5.7439,0.0212,-5317.370796,OG0003781,M0
11..2,0.1453,6.8574,0.0212,-5317.370796,OG0003781,M0
11..3,0.1484,7.002,0.0212,-5317.370796,OG0003781,M0
10..4,0.1528,7.2107,0.0212,-5317.370796,OG0003781,M0
9..12,0.172,8.1169,0.0212,-5317.370796,OG0003781,M0
12..5,0.2051,9.6774,0.0212,-5317.370796,OG0003781,M0
12..6,0.1834,8.6532,0.0212,-5317.370796,OG0003781,M0
8..7,0.2067,9.7524,0.0212,-5317.370796,OG0003781,M0
8..1,0.1531,1.8808,0.0814,-4881.056065,OG0003818,M0
8..9,0.1061,1.3026,0.0814,-4881.056065,OG0003818,M0
9..10,0.0719,0.8835,0.0814,-4881.056065,OG0003818,M0
10..11,0.106,1.3014,0.0814,-4881.056065,OG0003818,M0
11..2,0.1937,2.3794,0.0814,-4881.056065,OG0003818,M0
11..3,0.3534,4.3408,0.0814,-4881.056065,OG0003818,M0
10..4,0.1974,2.4241,0.0814,-4881.056065,OG0003818,M0
9..12,0.062,0.7618,0.0814,-4881.056065,OG0003818,M0
12..5,0.3653,4.4863,0.0814,-4881.056065,OG0003818,M0
12..6,0.3583,4.4,0.0814,-4881.056065,OG0003818,M0
8..7,0.3015,3.7025,0.0814,-4881.056065,OG0003818,M0
8..1,0.1021,3.2143,0.0318,-4220.308242,OG0003814,M0
8..9,0.015,0.4711,0.0318,-4220.308242,OG0003814,M0
9..10,0.0223,0.7021,0.0318,-4220.308242,OG0003814,M0
10..11,0.0616,1.9376,0.0318,-4220.308242,OG0003814,M0
11..2,0.0562,1.7693,0.0318,-4220.308242,OG0003814,M0
11..3,0.0494,1.5552,0.0318,-4220.308242,OG0003814,M0
10..12,0.0893,2.811,0.0318,-4220.308242,OG0003814,M0
12..5,0.0587,1.848,0.0318,-4220.308242,OG0003814,M0
12..6,0.0762,2.3976,0.0318,-4220.308242,OG0003814,M0
9..4,0.089,2.8006,0.0318,-4220.308242,OG0003814,M0
8..7,0.0718,2.2596,0.0318,-4220.308242,OG0003814,M0
8..1,0.2441,38.9612,0.0063,-12666.187773,OG0003812,M0
8..9,0.1524,24.3337,0.0063,-12666.187773,OG0003812,M0
9..2,0.0936,14.9422,0.0063,-12666.187773,OG0003812,M0
9..3,0.0999,15.9457,0.0063,-12666.187773,OG0003812,M0
8..10,0.0327,5.2233,0.0063,-12666.187773,OG0003812,M0
10..11,0.0461,7.3565,0.0063,-12666.187773,OG0003812,M0
11..4,0.1555,24.8256,0.0063,-12666.187773,OG0003812,M0
11..12,0.1449,23.1292,0.0063,-12666.187773,OG0003812,M0
12..5,0.1943,31.0125,0.0063,-12666.187773,OG0003812,M0
12..6,0.1522,24.2986,0.0063,-12666.187773,OG0003812,M0
10..7,0.1805,28.8082,0.0063,-12666.187773,OG0003812,M0
8..1,0.229,2.4896,0.092,-7905.678075,OG0003788,M0
8..9,0.0368,0.4003,0.092,-7905.678075,OG0003788,M0
9..10,0.0587,0.6385,0.092,-7905.678075,OG0003788,M0
10..11,0.0881,0.9572,0.092,-7905.678075,OG0003788,M0
11..2,0.1361,1.4798,0.092,-7905.678075,OG0003788,M0
11..3,0.1596,1.7353,0.092,-7905.678075,OG0003788,M0
10..12,0.1947,2.1169,0.092,-7905.678075,OG0003788,M0
12..5,0.1829,1.9888,0.092,-7905.678075,OG0003788,M0
12..6,0.1544,1.6779,0.092,-7905.678075,OG0003788,M0
9..4,0.1771,1.9247,0.092,-7905.678075,OG0003788,M0
8..7,0.1851,2.0127,0.092,-7905.678075,OG0003788,M0
8..1,0.1197,2.2138,0.0541,-11236.385842,OG0003815,M0
8..9,0.0302,0.5593,0.0541,-11236.385842,OG0003815,M0
9..10,0.0254,0.4699,0.0541,-11236.385842,OG0003815,M0
10..11,0.0633,1.1711,0.0541,-11236.385842,OG0003815,M0
11..2,0.0406,0.7518,0.0541,-11236.385842,OG0003815,M0
11..3,0.0544,1.0071,0.0541,-11236.385842,OG0003815,M0
10..4,0.0771,1.426,0.0541,-11236.385842,OG0003815,M0
9..12,0.1037,1.9185,0.0541,-11236.385842,OG0003815,M0
12..5,0.0663,1.2263,0.0541,-11236.385842,OG0003815,M0
12..6,0.0592,1.095,0.0541,-11236.385842,OG0003815,M0
8..7,0.0944,1.7462,0.0541,-11236.385842,OG0003815,M0
8..1,0.1628,1.9699,0.0827,-7188.460614,OG0003787,M0
8..9,0.0195,0.2359,0.0827,-7188.460614,OG0003787,M0
9..10,0.0939,1.1357,0.0827,-7188.460614,OG0003787,M0
10..11,0.1293,1.5643,0.0827,-7188.460614,OG0003787,M0
11..2,0.0855,1.0346,0.0827,-7188.460614,OG0003787,M0
11..3,0.1277,1.5448,0.0827,-7188.460614,OG0003787,M0
10..12,0.1419,1.7171,0.0827,-7188.460614,OG0003787,M0
12..5,0.1514,1.832,0.0827,-7188.460614,OG0003787,M0
12..6,0.0964,1.1658,0.0827,-7188.460614,OG0003787,M0
9..7,0.2841,3.4377,0.0827,-7188.460614,OG0003787,M0
8..4,0.3319,4.0155,0.0827,-7188.460614,OG0003787,M0
8..1,0.079,1.4743,0.0536,-17214.677845,OG0003808,M0
8..9,0.0377,0.7044,0.0536,-17214.677845,OG0003808,M0
9..10,0.012,0.2235,0.0536,-17214.677845,OG0003808,M0
10..11,0.0299,0.5575,0.0536,-17214.677845,OG0003808,M0
11..2,0.0341,0.6357,0.0536,-17214.677845,OG0003808,M0
11..3,0.0578,1.0783,0.0536,-17214.677845,OG0003808,M0
10..4,0.0471,0.8794,0.0536,-17214.677845,OG0003808,M0
9..12,0.0414,0.7725,0.0536,-17214.677845,OG0003808,M0
12..5,0.04,0.7462,0.0536,-17214.677845,OG0003808,M0
12..6,0.0525,0.9796,0.0536,-17214.677845,OG0003808,M0
8..7,0.0635,1.1854,0.0536,-17214.677845,OG0003808,M0
8..1,0.3219,49.2374,0.0065,-7358.192266,OG0003809,M0
8..9,0.0636,9.7319,0.0065,-7358.192266,OG0003809,M0
9..10,0.0706,10.7931,0.0065,-7358.192266,OG0003809,M0
10..11,0.127,19.4207,0.0065,-7358.192266,OG0003809,M0
11..2,0.1559,23.848,0.0065,-7358.192266,OG0003809,M0
11..3,0.3473,53.1302,0.0065,-7358.192266,OG0003809,M0
10..12,0.2248,34.3924,0.0065,-7358.192266,OG0003809,M0
12..5,0.3581,54.7764,0.0065,-7358.192266,OG0003809,M0
12..6,0.3222,49.2882,0.0065,-7358.192266,OG0003809,M0
9..7,0.3989,61.0179,0.0065,-7358.192266,OG0003809,M0
8..4,0.3378,51.6757,0.0065,-7358.192266,OG0003809,M0
8..1,0.1048,59.2343,0.0018,-5997.444882,OG0003804,M0
8..9,0.0433,24.4599,0.0018,-5997.444882,OG0003804,M0
9..10,0.0672,38.0079,0.0018,-5997.444882,OG0003804,M0
10..2,0.0596,33.6856,0.0018,-5997.444882,OG0003804,M0
10..11,0.0242,13.6675,0.0018,-5997.444882,OG0003804,M0
11..3,0.0562,31.753,0.0018,-5997.444882,OG0003804,M0
11..12,0.0858,48.5157,0.0018,-5997.444882,OG0003804,M0
12..5,0.0709,40.1041,0.0018,-5997.444882,OG0003804,M0
12..6,0.0558,31.5537,0.0018,-5997.444882,OG0003804,M0
9..4,0.0924,52.2487,0.0018,-5997.444882,OG0003804,M0
8..7,0.146,82.5211,0.0018,-5997.444882,OG0003804,M0
8..1,0.2114,61.7883,0.0034,-14954.100636,OG0003777,M0
8..9,0.0572,16.7049,0.0034,-14954.100636,OG0003777,M0
9..10,0.0478,13.9726,0.0034,-14954.100636,OG0003777,M0
10..11,0.075,21.9336,0.0034,-14954.100636,OG0003777,M0
11..2,0.0736,21.5171,0.0034,-14954.100636,OG0003777,M0
11..3,0.1013,29.5995,0.0034,-14954.100636,OG0003777,M0
10..12,0.1151,33.6326,0.0034,-14954.100636,OG0003777,M0
12..5,0.1115,32.5772,0.0034,-14954.100636,OG0003777,M0
12..6,0.1561,45.6196,0.0034,-14954.100636,OG0003777,M0
9..4,0.1357,39.6671,0.0034,-14954.100636,OG0003777,M0
8..7,0.1884,55.0745,0.0034,-14954.100636,OG0003777,M0
8..1,0.0939,1.304,0.072,-5164.065224,OG0003806,M0
8..9,0.0285,0.3951,0.072,-5164.065224,OG0003806,M0
9..10,0.0073,0.1012,0.072,-5164.065224,OG0003806,M0
10..11,0.038,0.527,0.072,-5164.065224,OG0003806,M0
11..2,0.0613,0.8502,0.072,-5164.065224,OG0003806,M0
11..3,0.0491,0.6812,0.072,-5164.065224,OG0003806,M0
10..4,0.0419,0.5813,0.072,-5164.065224,OG0003806,M0
9..12,0.0604,0.8388,0.072,-5164.065224,OG0003806,M0
12..5,0.0486,0.6741,0.072,-5164.065224,OG0003806,M0
12..6,0.0473,0.6569,0.072,-5164.065224,OG0003806,M0
8..7,0.0744,1.0332,0.072,-5164.065224,OG0003806,M0
8..1,0.2478,4.0555,0.0611,-8688.383515,OG0003778,M0
8..9,0.055,0.9003,0.0611,-8688.383515,OG0003778,M0
9..10,0.0375,0.6134,0.0611,-8688.383515,OG0003778,M0
10..11,0.1212,1.9836,0.0611,-8688.383515,OG0003778,M0
11..2,0.1012,1.6559,0.0611,-8688.383515,OG0003778,M0
11..3,0.1621,2.6525,0.0611,-8688.383515,OG0003778,M0
10..12,0.1459,2.388,0.0611,-8688.383515,OG0003778,M0
12..5,0.1585,2.5945,0.0611,-8688.383515,OG0003778,M0
12..6,0.1081,1.7693,0.0611,-8688.383515,OG0003778,M0
9..4,0.1889,3.0914,0.0611,-8688.383515,OG0003778,M0
8..7,0.2601,4.2565,0.0611,-8688.383515,OG0003778,M0
8..1,0.1655,66.7118,0.0025,-6804.617956,OG0003805,M0
8..9,0.0824,33.2389,0.0025,-6804.617956,OG0003805,M0
9..10,0.0459,18.5241,0.0025,-6804.617956,OG0003805,M0
10..11,0.094,37.8969,0.0025,-6804.617956,OG0003805,M0
11..2,0.104,41.9119,0.0025,-6804.617956,OG0003805,M0
11..3,0.0739,29.8064,0.0025,-6804.617956,OG0003805,M0
10..12,0.1949,78.5768,0.0025,-6804.617956,OG0003805,M0
12..5,0.114,45.9729,0.0025,-6804.617956,OG0003805,M0
12..6,0.1442,58.1207,0.0025,-6804.617956,OG0003805,M0
9..4,0.1365,55.0187,0.0025,-6804.617956,OG0003805,M0
8..7,0.1432,57.7334,0.0025,-6804.617956,OG0003805,M0
8..1,0.2034,3.1889,0.0638,-12308.121246,OG0003834,M0
8..9,0.07,1.0979,0.0638,-12308.121246,OG0003834,M0
9..10,0.0459,0.7202,0.0638,-12308.121246,OG0003834,M0
10..11,0.0856,1.3417,0.0638,-12308.121246,OG0003834,M0
11..2,0.1187,1.8606,0.0638,-12308.121246,OG0003834,M0
11..3,0.1565,2.4535,0.0638,-12308.121246,OG0003834,M0
10..4,0.1925,3.0177,0.0638,-12308.121246,OG0003834,M0
9..12,0.1295,2.0304,0.0638,-12308.121246,OG0003834,M0
12..5,0.1378,2.1611,0.0638,-12308.121246,OG0003834,M0
12..6,0.1723,2.7021,0.0638,-12308.121246,OG0003834,M0
8..7,0.2357,3.6952,0.0638,-12308.121246,OG0003834,M0
8..1,0.124,1.9189,0.0646,-7492.73485,OG0003828,M0
8..9,0.0285,0.441,0.0646,-7492.73485,OG0003828,M0
9..10,0.027,0.4184,0.0646,-7492.73485,OG0003828,M0
10..11,0.0502,0.7765,0.0646,-7492.73485,OG0003828,M0
11..2,0.0529,0.8191,0.0646,-7492.73485,OG0003828,M0
11..3,0.0804,1.2439,0.0646,-7492.73485,OG0003828,M0
10..12,0.1138,1.7617,0.0646,-7492.73485,OG0003828,M0
12..5,0.0905,1.4004,0.0646,-7492.73485,OG0003828,M0
12..6,0.0777,1.203,0.0646,-7492.73485,OG0003828,M0
9..4,0.1009,1.5614,0.0646,-7492.73485,OG0003828,M0
8..7,0.1571,2.4307,0.0646,-7492.73485,OG0003828,M0
8..1,0.0897,37.7649,0.0024,-5524.041592,OG0003830,M0
8..9,0.0386,16.2358,0.0024,-5524.041592,OG0003830,M0
9..10,0.0269,11.3366,0.0024,-5524.041592,OG0003830,M0
10..11,0.0646,27.217,0.0024,-5524.041592,OG0003830,M0
11..2,0.0677,28.5028,0.0024,-5524.041592,OG0003830,M0
11..3,0.062,26.1178,0.0024,-5524.041592,OG0003830,M0
10..12,0.0565,23.7779,0.0024,-5524.041592,OG0003830,M0
12..5,0.0808,34.0068,0.0024,-5524.041592,OG0003830,M0
12..6,0.0708,29.8199,0.0024,-5524.041592,OG0003830,M0
9..4,0.1559,65.6511,0.0024,-5524.041592,OG0003830,M0
8..7,0.0772,32.4986,0.0024,-5524.041592,OG0003830,M0
8..1,0.1721,25.5042,0.0067,-5990.702169,OG0003833,M0
8..9,0.0475,7.041,0.0067,-5990.702169,OG0003833,M0
9..10,0.0529,7.8339,0.0067,-5990.702169,OG0003833,M0
10..11,0.0981,14.5395,0.0067,-5990.702169,OG0003833,M0
11..2,0.0938,13.9064,0.0067,-5990.702169,OG0003833,M0
11..3,0.1019,15.1025,0.0067,-5990.702169,OG0003833,M0
10..12,0.1881,27.8709,0.0067,-5990.702169,OG0003833,M0
12..5,0.1373,20.3454,0.0067,-5990.702169,OG0003833,M0
12..6,0.162,23.9987,0.0067,-5990.702169,OG0003833,M0
9..4,0.2341,34.6852,0.0067,-5990.702169,OG0003833,M0
8..7,0.4247,62.9394,0.0067,-5990.702169,OG0003833,M0
8..1,0.4334,13.9018,0.0312,-6109.957512,OG0003826,M0
8..9,0.1629,5.2247,0.0312,-6109.957512,OG0003826,M0
9..2,0.197,6.3185,0.0312,-6109.957512,OG0003826,M0
9..3,0.2407,7.7209,0.0312,-6109.957512,OG0003826,M0
8..10,0.0578,1.8544,0.0312,-6109.957512,OG0003826,M0
10..11,0.0841,2.6983,0.0312,-6109.957512,OG0003826,M0
11..4,0.1983,6.3606,0.0312,-6109.957512,OG0003826,M0
11..7,0.2231,7.1572,0.0312,-6109.957512,OG0003826,M0
10..12,0.1482,4.7535,0.0312,-6109.957512,OG0003826,M0
12..5,0.1561,5.0085,0.0312,-6109.957512,OG0003826,M0
12..6,0.1507,4.8351,0.0312,-6109.957512,OG0003826,M0
8..1,0.5494,85.7892,0.0064,-9117.856773,OG0003822,M0
8..9,0.0398,6.2086,0.0064,-9117.856773,OG0003822,M0
9..10,0.0467,7.2907,0.0064,-9117.856773,OG0003822,M0
10..11,0.4085,63.7989,0.0064,-9117.856773,OG0003822,M0
11..2,0.2348,36.6654,0.0064,-9117.856773,OG0003822,M0
11..3,0.4459,69.6321,0.0064,-9117.856773,OG0003822,M0
