branch,dN,dS,omega,lnL,SOG,Model
9..10,0.1357,33.2665,0.0041,-7572.119154,OG0003426,M0
10..2,0.118,28.9354,0.0041,-7572.119154,OG0003426,M0
10..3,0.2002,49.0701,0.0041,-7572.119154,OG0003426,M0
9..11,0.0524,12.8465,0.0041,-7572.119154,OG0003426,M0
11..4,0.2634,64.5828,0.0041,-7572.119154,OG0003426,M0
11..12,0.2199,53.9169,0.0041,-7572.119154,OG0003426,M0
12..5,0.2201,53.951,0.0041,-7572.119154,OG0003426,M0
12..6,0.1868,45.8067,0.0041,-7572.119154,OG0003426,M0
8..7,0.2203,54.0166,0.0041,-7572.119154,OG0003426,M0
8..1,0.2518,3.3266,0.0757,-8082.927808,OG0003425,M0
8..9,0.0449,0.5929,0.0757,-8082.927808,OG0003425,M0
9..10,0.0986,1.3021,0.0757,-8082.927808,OG0003425,M0
10..2,0.1217,1.6084,0.0757,-8082.927808,OG0003425,M0
10..3,0.1725,2.279,0.0757,-8082.927808,OG0003425,M0
9..11,0.1817,2.4007,0.0757,-8082.927808,OG0003425,M0
11..5,0.1681,2.2214,0.0757,-8082.927808,OG0003425,M0
11..6,0.1651,2.1817,0.0757,-8082.927808,OG0003425,M0
8..12,0.0495,0.6542,0.0757,-8082.927808,OG0003425,M0
12..4,0.2041,2.6958,0.0757,-8082.927808,OG0003425,M0
12..7,0.2038,2.6923,0.0757,-8082.927808,OG0003425,M0
8..1,0.0742,36.133,0.0021,-8706.229246,OG0003402,M0
8..9,0.0315,15.3554,0.0021,-8706.229246,OG0003402,M0
9..10,0.0348,16.9312,0.0021,-8706.229246,OG0003402,M0
10..11,0.0522,25.3919,0.0021,-8706.229246,OG0003402,M0
11..2,0.0649,31.6019,0.0021,-8706.229246,OG0003402,M0
11..3,0.0645,31.4154,0.0021,-8706.229246,OG0003402,M0
10..4,0.155,75.4574,0.0021,-8706.229246,OG0003402,M0
9..7,0.1086,52.876,0.0021,-8706.229246,OG0003402,M0
8..12,0.1038,50.5283,0.0021,-8706.229246,OG0003402,M0
12..5,0.045,21.8786,0.0021,-8706.229246,OG0003402,M0
12..6,0.0443,21.5667,0.0021,-8706.229246,OG0003402,M0
8..1,0.1252,1.953,0.0641,-8251.749964,OG0003429,M0
8..9,0.0349,0.5445,0.0641,-8251.749964,OG0003429,M0
9..10,0.0359,0.5602,0.0641,-8251.749964,OG0003429,M0
10..11,0.0939,1.4645,0.0641,-8251.749964,OG0003429,M0
11..2,0.0556,0.8665,0.0641,-8251.749964,OG0003429,M0
11..3,0.0696,1.0861,0.0641,-8251.749964,OG0003429,M0
10..12,0.0857,1.3369,0.0641,-8251.749964,OG0003429,M0
12..5,0.0823,1.2832,0.0641,-8251.749964,OG0003429,M0
12..6,0.0694,1.0824,0.0641,-8251.749964,OG0003429,M0
9..4,0.1387,2.1631,0.0641,-8251.749964,OG0003429,M0
8..7,0.1307,2.0376,0.0641,-8251.749964,OG0003429,M0
8..1,0.2628,4.6233,0.0568,-13259.499919,OG0003432,M0
8..9,0.1675,2.9473,0.0568,-13259.499919,OG0003432,M0
9..10,0.0413,0.7271,0.0568,-13259.499919,OG0003432,M0
10..11,0.0682,1.1998,0.0568,-13259.499919,OG0003432,M0
11..2,0.1134,1.9952,0.0568,-13259.499919,OG0003432,M0
11..3,0.1661,2.923,0.0568,-13259.499919,OG0003432,M0
10..12,0.1516,2.6683,0.0568,-13259.499919,OG0003432,M0
12..5,0.2193,3.8591,0.0568,-13259.499919,OG0003432,M0
12..6,0.1312,2.3094,0.0568,-13259.499919,OG0003432,M0
9..4,0.2836,4.9903,0.0568,-13259.499919,OG0003432,M0
8..7,0.2043,3.5946,0.0568,-13259.499919,OG0003432,M0
8..1,0.2408,61.1764,0.0039,-5438.161493,OG0003400,M0
8..9,0.0297,7.5377,0.0039,-5438.161493,OG0003400,M0
9..10,0.0763,19.3756,0.0039,-5438.161493,OG0003400,M0
10..2,0.0789,20.0357,0.0039,-5438.161493,OG0003400,M0
10..3,0.1021,25.9516,0.0039,-5438.161493,OG0003400,M0
9..11,0.0357,9.0591,0.0039,-5438.161493,OG0003400,M0
11..4,0.0622,15.8143,0.0039,-5438.161493,OG0003400,M0
11..7,0.2407,61.1698,0.0039,-5438.161493,OG0003400,M0
8..12,0.0748,18.9939,0.0039,-5438.161493,OG0003400,M0
12..5,0.1059,26.9118,0.0039,-5438.161493,OG0003400,M0
12..6,0.1131,28.7319,0.0039,-5438.161493,OG0003400,M0
8..1,0.2096,46.0923,0.0045,-19870.877183,OG0003379,M0
8..9,0.0652,14.3312,0.0045,-19870.877183,OG0003379,M0
9..10,0.08,17.5897,0.0045,-19870.877183,OG0003379,M0
10..11,0.1353,29.7648,0.0045,-19870.877183,OG0003379,M0
11..2,0.0502,11.0411,0.0045,-19870.877183,OG0003379,M0
11..3,0.0838,18.4355,0.0045,-19870.877183,OG0003379,M0
10..12,0.1912,42.0455,0.0045,-19870.877183,OG0003379,M0
12..5,0.1952,42.9177,0.0045,-19870.877183,OG0003379,M0
12..6,0.0811,17.8423,0.0045,-19870.877183,OG0003379,M0
9..4,0.1256,27.6231,0.0045,-19870.877183,OG0003379,M0
8..7,0.2878,63.2998,0.0045,-19870.877183,OG0003379,M0
8..1,0.0794,1.2366,0.0642,-5922.307894,OG0003403,M0
8..9,0.017,0.2644,0.0642,-5922.307894,OG0003403,M0
9..10,0.0336,0.5237,0.0642,-5922.307894,OG0003403,M0
10..11,0.0504,0.7848,0.0642,-5922.307894,OG0003403,M0
11..2,0.0275,0.4279,0.0642,-5922.307894,OG0003403,M0
11..3,0.055,0.8571,0.0642,-5922.307894,OG0003403,M0
10..12,0.0708,1.1036,0.0642,-5922.307894,OG0003403,M0
12..5,0.104,1.62,0.0642,-5922.307894,OG0003403,M0
12..6,0.0595,0.9271,0.0642,-5922.307894,OG0003403,M0
9..4,0.0731,1.1394,0.0642,-5922.307894,OG0003403,M0
8..7,0.0813,1.2663,0.0642,-5922.307894,OG0003403,M0
8..1,0.38,61.5709,0.0062,-25366.809231,OG0003430,M0
8..9,0.0507,8.2164,0.0062,-25366.809231,OG0003430,M0
9..10,0.0703,11.3858,0.0062,-25366.809231,OG0003430,M0
10..11,0.1505,24.3816,0.0062,-25366.809231,OG0003430,M0
11..2,0.2569,41.6221,0.0062,-25366.809231,OG0003430,M0
11..3,0.3921,63.5254,0.0062,-25366.809231,OG0003430,M0
10..12,0.2085,33.7792,0.0062,-25366.809231,OG0003430,M0
12..5,0.2708,43.8759,0.0062,-25366.809231,OG0003430,M0
12..6,0.2603,42.1676,0.0062,-25366.809231,OG0003430,M0
9..4,0.3821,61.9108,0.0062,-25366.809231,OG0003430,M0
8..7,0.4,64.8168,0.0062,-25366.809231,OG0003430,M0
8..1,0.0875,1.3877,0.0631,-8899.786511,OG0003427,M0
8..9,0.0398,0.6317,0.0631,-8899.786511,OG0003427,M0
9..10,0.0122,0.1932,0.0631,-8899.786511,OG0003427,M0
10..11,0.0914,1.4489,0.0631,-8899.786511,OG0003427,M0
11..2,0.078,1.2365,0.0631,-8899.786511,OG0003427,M0
11..3,0.1215,1.9262,0.0631,-8899.786511,OG0003427,M0
10..4,0.1229,1.9481,0.0631,-8899.786511,OG0003427,M0
9..12,0.0879,1.3939,0.0631,-8899.786511,OG0003427,M0
12..5,0.1052,1.6671,0.0631,-8899.786511,OG0003427,M0
12..6,0.0877,1.39,0.0631,-8899.786511,OG0003427,M0
8..7,0.0805,1.2759,0.0631,-8899.786511,OG0003427,M0
8..1,0.1125,60.7351,0.0019,-5019.055194,OG0003380,M0
8..9,0.0407,21.9637,0.0019,-5019.055194,OG0003380,M0
9..10,0.0251,13.5359,0.0019,-5019.055194,OG0003380,M0
10..11,0.1016,54.8704,0.0019,-5019.055194,OG0003380,M0
11..2,0.0844,45.5647,0.0019,-5019.055194,OG0003380,M0
11..3,0.1023,55.2736,0.0019,-5019.055194,OG0003380,M0
10..12,0.1076,58.1313,0.0019,-5019.055194,OG0003380,M0
12..5,0.0342,18.4582,0.0019,-5019.055194,OG0003380,M0
12..6,0.0639,34.4937,0.0019,-5019.055194,OG0003380,M0
9..4,0.1433,77.3667,0.0019,-5019.055194,OG0003380,M0
8..7,0.0792,42.774,0.0019,-5019.055194,OG0003380,M0
8..1,0.1178,67.3339,0.0017,-3826.703423,OG0003381,M0
8..9,0.0276,15.7762,0.0017,-3826.703423,OG0003381,M0
9..10,0.0216,12.369,0.0017,-3826.703423,OG0003381,M0
10..11,0.0421,24.0469,0.0017,-3826.703423,OG0003381,M0
11..2,0.0348,19.9097,0.0017,-3826.703423,OG0003381,M0
11..3,0.0892,51.0027,0.0017,-3826.703423,OG0003381,M0
10..12,0.0959,54.8108,0.0017,-3826.703423,OG0003381,M0
12..5,0.0922,52.6916,0.0017,-3826.703423,OG0003381,M0
12..6,0.0617,35.2635,0.0017,-3826.703423,OG0003381,M0
9..4,0.0774,44.2401,0.0017,-3826.703423,OG0003381,M0
8..7,0.0604,34.5179,0.0017,-3826.703423,OG0003381,M0
8..1,0.1794,58.2492,0.0031,-4394.216537,OG0003419,M0
8..9,0.0665,21.5957,0.0031,-4394.216537,OG0003419,M0
9..10,0.116,37.6675,0.0031,-4394.216537,OG0003419,M0
10..11,0.1684,54.6605,0.0031,-4394.216537,OG0003419,M0
11..2,0.1475,47.8937,0.0031,-4394.216537,OG0003419,M0
11..3,0.0912,29.6001,0.0031,-4394.216537,OG0003419,M0
10..12,0.1157,37.566,0.0031,-4394.216537,OG0003419,M0
12..5,0.1047,33.9784,0.0031,-4394.216537,OG0003419,M0
12..6,0.0855,27.745,0.0031,-4394.216537,OG0003419,M0
9..4,0.1303,42.2886,0.0031,-4394.216537,OG0003419,M0
8..7,0.1433,46.5242,0.0031,-4394.216537,OG0003419,M0
8..1,0.208,52.1421,0.004,-15028.68595,OG0003407,M0
8..9,0.0685,17.1746,0.004,-15028.68595,OG0003407,M0
9..10,0.0488,12.2201,0.004,-15028.68595,OG0003407,M0
10..11,0.07,17.544,0.004,-15028.68595,OG0003407,M0
11..2,0.0737,18.4857,0.004,-15028.68595,OG0003407,M0
11..3,0.1016,25.4695,0.004,-15028.68595,OG0003407,M0
10..12,0.1262,31.6443,0.004,-15028.68595,OG0003407,M0
12..5,0.1204,30.1872,0.004,-15028.68595,OG0003407,M0
12..6,0.1496,37.5096,0.004,-15028.68595,OG0003407,M0
9..4,0.1401,35.106,0.004,-15028.68595,OG0003407,M0
8..7,0.193,48.3818,0.004,-15028.68595,OG0003407,M0
8..1,0.3536,6.7436,0.0524,-4890.313581,OG0003406,M0
8..9,0.1303,2.4849,0.0524,-4890.313581,OG0003406,M0
9..10,0.057,1.0873,0.0524,-4890.313581,OG0003406,M0
10..11,0.1287,2.4554,0.0524,-4890.313581,OG0003406,M0
11..2,0.1418,2.7055,0.0524,-4890.313581,OG0003406,M0
11..3,0.0991,1.891,0.0524,-4890.313581,OG0003406,M0
10..12,0.1092,2.0832,0.0524,-4890.313581,OG0003406,M0
12..5,0.1288,2.4559,0.0524,-4890.313581,OG0003406,M0
12..6,0.0768,1.4654,0.0524,-4890.313581,OG0003406,M0
9..4,0.1799,3.4316,0.0524,-4890.313581,OG0003406,M0
8..7,0.1701,3.2448,0.0524,-4890.313581,OG0003406,M0
8..1,0.1463,1.408,0.1039,-6089.414498,OG0003405,M0
8..9,0.0239,0.2296,0.1039,-6089.414498,OG0003405,M0
9..10,0.0474,0.456,0.1039,-6089.414498,OG0003405,M0
10..11,0.0629,0.6056,0.1039,-6089.414498,OG0003405,M0
11..2,0.0919,0.884,0.1039,-6089.414498,OG0003405,M0
11..3,0.1372,1.3198,0.1039,-6089.414498,OG0003405,M0
10..12,0.0644,0.6194,0.1039,-6089.414498,OG0003405,M0
12..5,0.1201,1.1555,0.1039,-6089.414498,OG0003405,M0
12..6,0.0907,0.8725,0.1039,-6089.414498,OG0003405,M0
9..4,0.1724,1.6585,0.1039,-6089.414498,OG0003405,M0
8..7,0.1121,1.079,0.1039,-6089.414498,OG0003405,M0
8..1,0.0878,3.0635,0.0287,-2164.011261,OG0003404,M0
8..9,0.1032,3.6014,0.0287,-2164.011261,OG0003404,M0
9..10,0.0114,0.3975,0.0287,-2164.011261,OG0003404,M0
10..11,0.047,1.6402,0.0287,-2164.011261,OG0003404,M0
11..2,0.0614,2.141,0.0287,-2164.011261,OG0003404,M0
11..3,0.0589,2.0542,0.0287,-2164.011261,OG0003404,M0
10..12,0.0747,2.6072,0.0287,-2164.011261,OG0003404,M0
12..5,0.0307,1.0696,0.0287,-2164.011261,OG0003404,M0
12..6,0.1175,4.0976,0.0287,-2164.011261,OG0003404,M0
9..4,0.0805,2.8076,0.0287,-2164.011261,OG0003404,M0
8..7,0.0785,2.7379,0.0287,-2164.011261,OG0003404,M0
8..1,0.1718,71.9196,0.0024,-19018.78115,OG0003440,M0
8..9,0.0541,22.6318,0.0024,-19018.78115,OG0003440,M0
9..10,0.1051,43.9904,0.0024,-19018.78115,OG0003440,M0
10..11,0.0632,26.4709,0.0024,-19018.78115,OG0003440,M0
11..2,0.0652,27.2919,0.0024,-19018.78115,OG0003440,M0
