branch,dN,dS,omega,lnL,SOG,Model
9..10,0.0224,13.9673,0.0016,-3793.145272,OG0003756,M0
10..11,0.0406,25.286,0.0016,-3793.145272,OG0003756,M0
11..2,0.0345,21.4659,0.0016,-3793.145272,OG0003756,M0
11..3,0.0888,55.2866,0.0016,-3793.145272,OG0003756,M0
10..12,0.0962,59.8675,0.0016,-3793.145272,OG0003756,M0
12..5,0.0921,57.3309,0.0016,-3793.145272,OG0003756,M0
12..6,0.0606,37.7089,0.0016,-3793.145272,OG0003756,M0
9..4,0.0753,46.9115,0.0016,-3793.145272,OG0003756,M0
8..7,0.0456,28.3918,0.0016,-3793.145272,OG0003756,M0
8..1,0.1035,48.7542,0.0021,-3006.717727,OG0003773,M0
8..9,0.1185,55.8416,0.0021,-3006.717727,OG0003773,M0
9..10,0.0114,5.3764,0.0021,-3006.717727,OG0003773,M0
10..11,0.0966,45.5416,0.0021,-3006.717727,OG0003773,M0
11..2,0.1362,64.1934,0.0021,-3006.717727,OG0003773,M0
11..3,0.082,38.6477,0.0021,-3006.717727,OG0003773,M0
10..12,0.0878,41.3952,0.0021,-3006.717727,OG0003773,M0
12..5,0.0233,11.0018,0.0021,-3006.717727,OG0003773,M0
12..6,0.1478,69.6557,0.0021,-3006.717727,OG0003773,M0
9..4,0.0863,40.6772,0.0021,-3006.717727,OG0003773,M0
8..7,0.105,49.4817,0.0021,-3006.717727,OG0003773,M0
8..1,0.1716,4.0867,0.042,-12654.369951,OG0003764,M0
8..9,0.0404,0.962,0.042,-12654.369951,OG0003764,M0
9..10,0.0537,1.2782,0.042,-12654.369951,OG0003764,M0
10..11,0.0968,2.3055,0.042,-12654.369951,OG0003764,M0
11..2,0.102,2.4294,0.042,-12654.369951,OG0003764,M0
11..3,0.1093,2.6029,0.042,-12654.369951,OG0003764,M0
10..12,0.1586,3.777,0.042,-12654.369951,OG0003764,M0
12..5,0.1284,3.0575,0.042,-12654.369951,OG0003764,M0
12..6,0.0993,2.364,0.042,-12654.369951,OG0003764,M0
9..4,0.1709,4.0698,0.042,-12654.369951,OG0003764,M0
8..7,0.1649,3.9254,0.042,-12654.369951,OG0003764,M0
8..1,0.0808,1.9769,0.0409,-11505.772216,OG0003753,M0
8..9,0.0494,1.2101,0.0409,-11505.772216,OG0003753,M0
9..10,0.042,1.0272,0.0409,-11505.772216,OG0003753,M0
10..11,0.0785,1.9223,0.0409,-11505.772216,OG0003753,M0
11..2,0.0391,0.9574,0.0409,-11505.772216,OG0003753,M0
11..3,0.0529,1.2946,0.0409,-11505.772216,OG0003753,M0
10..12,0.0987,2.417,0.0409,-11505.772216,OG0003753,M0
12..5,0.0886,2.1674,0.0409,-11505.772216,OG0003753,M0
12..6,0.0689,1.6866,0.0409,-11505.772216,OG0003753,M0
9..4,0.0899,2.2015,0.0409,-11505.772216,OG0003753,M0
8..7,0.1274,3.1172,0.0409,-11505.772216,OG0003753,M0
8..1,0.0829,35.2123,0.0024,-12350.663912,OG0003751,M0
8..9,0.0433,18.389,0.0024,-12350.663912,OG0003751,M0
9..10,0.0197,8.3591,0.0024,-12350.663912,OG0003751,M0
10..11,0.0442,18.7851,0.0024,-12350.663912,OG0003751,M0
11..2,0.0377,16.0101,0.0024,-12350.663912,OG0003751,M0
11..3,0.0932,39.6118,0.0024,-12350.663912,OG0003751,M0
10..12,0.0863,36.6697,0.0024,-12350.663912,OG0003751,M0
12..5,0.0745,31.6648,0.0024,-12350.663912,OG0003751,M0
12..6,0.0835,35.4671,0.0024,-12350.663912,OG0003751,M0
9..4,0.1439,61.1437,0.0024,-12350.663912,OG0003751,M0
8..7,0.0814,34.5751,0.0024,-12350.663912,OG0003751,M0
8..1,0.1992,68.7957,0.0029,-15601.437455,OG0003777,M0
8..9,0.0757,26.1377,0.0029,-15601.437455,OG0003777,M0
9..10,0.0554,19.1232,0.0029,-15601.437455,OG0003777,M0
10..11,0.0786,27.1336,0.0029,-15601.437455,OG0003777,M0
11..2,0.0782,26.9983,0.0029,-15601.437455,OG0003777,M0
11..3,0.1105,38.1465,0.0029,-15601.437455,OG0003777,M0
10..12,0.1119,38.6361,0.0029,-15601.437455,OG0003777,M0
12..5,0.1328,45.8492,0.0029,-15601.437455,OG0003777,M0
12..6,0.1573,54.3126,0.0029,-15601.437455,OG0003777,M0
9..4,0.1332,45.9924,0.0029,-15601.437455,OG0003777,M0
8..7,0.2243,77.47,0.0029,-15601.437455,OG0003777,M0
8..1,0.1329,1.5557,0.0854,-6096.203074,OG0003775,M0
8..9,0.0261,0.305,0.0854,-6096.203074,OG0003775,M0
9..10,0.0616,0.7215,0.0854,-6096.203074,OG0003775,M0
10..11,0.062,0.7258,0.0854,-6096.203074,OG0003775,M0
11..2,0.0924,1.0816,0.0854,-6096.203074,OG0003775,M0
11..3,0.1275,1.4922,0.0854,-6096.203074,OG0003775,M0
10..12,0.0649,0.7593,0.0854,-6096.203074,OG0003775,M0
12..5,0.108,1.2641,0.0854,-6096.203074,OG0003775,M0
12..6,0.0987,1.1551,0.0854,-6096.203074,OG0003775,M0
9..4,0.1442,1.6884,0.0854,-6096.203074,OG0003775,M0
8..7,0.1138,1.3326,0.0854,-6096.203074,OG0003775,M0
8..1,0.5266,86.1403,0.0061,-8771.455765,OG0003822,M0
8..9,0.0296,4.8431,0.0061,-8771.455765,OG0003822,M0
9..10,0.0489,7.9934,0.0061,-8771.455765,OG0003822,M0
10..11,0.3462,56.6208,0.0061,-8771.455765,OG0003822,M0
11..2,0.2356,38.5283,0.0061,-8771.455765,OG0003822,M0
11..3,0.4145,67.8033,0.0061,-8771.455765,OG0003822,M0
10..12,0.1831,29.9545,0.0061,-8771.455765,OG0003822,M0
12..5,0.254,41.5391,0.0061,-8771.455765,OG0003822,M0
12..6,0.1566,25.6111,0.0061,-8771.455765,OG0003822,M0
9..4,0.2735,44.7345,0.0061,-8771.455765,OG0003822,M0
8..7,0.3745,61.2538,0.0061,-8771.455765,OG0003822,M0
8..1,0.1789,30.2611,0.0059,-4548.821776,OG0003818,M0
8..9,0.1098,18.5704,0.0059,-4548.821776,OG0003818,M0
9..10,0.0488,8.2564,0.0059,-4548.821776,OG0003818,M0
10..11,0.0915,15.4782,0.0059,-4548.821776,OG0003818,M0
11..2,0.2458,41.5732,0.0059,-4548.821776,OG0003818,M0
11..3,0.3889,65.7713,0.0059,-4548.821776,OG0003818,M0
10..4,0.2045,34.5796,0.0059,-4548.821776,OG0003818,M0
9..12,0.0828,14.0053,0.0059,-4548.821776,OG0003818,M0
12..5,0.2734,46.2355,0.0059,-4548.821776,OG0003818,M0
12..6,0.2821,47.721,0.0059,-4548.821776,OG0003818,M0
8..7,0.2934,49.6299,0.0059,-4548.821776,OG0003818,M0
8..1,0.1135,4.5863,0.0248,-5400.102189,OG0003820,M0
8..9,0.0355,1.435,0.0248,-5400.102189,OG0003820,M0
9..10,0.0388,1.5662,0.0248,-5400.102189,OG0003820,M0
10..11,0.0742,2.9972,0.0248,-5400.102189,OG0003820,M0
11..2,0.0103,0.4175,0.0248,-5400.102189,OG0003820,M0
11..3,0.0417,1.6834,0.0248,-5400.102189,OG0003820,M0
10..4,0.0551,2.2269,0.0248,-5400.102189,OG0003820,M0
9..12,0.0921,3.7193,0.0248,-5400.102189,OG0003820,M0
12..5,0.1167,4.7153,0.0248,-5400.102189,OG0003820,M0
12..6,0.0953,3.8518,0.0248,-5400.102189,OG0003820,M0
8..7,0.1374,5.5497,0.0248,-5400.102189,OG0003820,M0
8..1,0.0873,1.3175,0.0663,-5144.788366,OG0003806,M0
8..9,0.0311,0.4687,0.0663,-5144.788366,OG0003806,M0
9..10,0.0086,0.1303,0.0663,-5144.788366,OG0003806,M0
10..11,0.0362,0.5464,0.0663,-5144.788366,OG0003806,M0
11..2,0.0582,0.8778,0.0663,-5144.788366,OG0003806,M0
11..3,0.0439,0.6622,0.0663,-5144.788366,OG0003806,M0
10..4,0.0419,0.6328,0.0663,-5144.788366,OG0003806,M0
9..12,0.0575,0.8674,0.0663,-5144.788366,OG0003806,M0
12..5,0.0455,0.6864,0.0663,-5144.788366,OG0003806,M0
12..6,0.0461,0.6958,0.0663,-5144.788366,OG0003806,M0
8..7,0.0928,1.4004,0.0663,-5144.788366,OG0003806,M0
8..1,0.0752,31.5168,0.0024,-6765.758763,OG0003802,M0
8..9,0.0323,13.555,0.0024,-6765.758763,OG0003802,M0
9..10,0.0506,21.2095,0.0024,-6765.758763,OG0003802,M0
10..11,0.1132,47.4286,0.0024,-6765.758763,OG0003802,M0
11..2,0.0826,34.6179,0.0024,-6765.758763,OG0003802,M0
11..3,0.0437,18.3303,0.0024,-6765.758763,OG0003802,M0
10..12,0.0763,31.9751,0.0024,-6765.758763,OG0003802,M0
12..5,0.0832,34.8606,0.0024,-6765.758763,OG0003802,M0
12..6,0.0728,30.5126,0.0024,-6765.758763,OG0003802,M0
9..7,0.1191,49.9244,0.0024,-6765.758763,OG0003802,M0
8..4,0.1399,58.6234,0.0024,-6765.758763,OG0003802,M0
8..1,0.1454,66.7096,0.0022,-10541.469403,OG0003817,M0
8..9,0.0244,11.1802,0.0022,-10541.469403,OG0003817,M0
9..10,0.0234,10.7262,0.0022,-10541.469403,OG0003817,M0
10..11,0.0475,21.7925,0.0022,-10541.469403,OG0003817,M0
11..2,0.1128,51.7627,0.0022,-10541.469403,OG0003817,M0
11..3,0.0965,44.2771,0.0022,-10541.469403,OG0003817,M0
10..7,0.1518,69.6741,0.0022,-10541.469403,OG0003817,M0
9..4,0.1013,46.4918,0.0022,-10541.469403,OG0003817,M0
8..12,0.1228,56.3672,0.0022,-10541.469403,OG0003817,M0
12..5,0.0963,44.2077,0.0022,-10541.469403,OG0003817,M0
12..6,0.0861,39.4947,0.0022,-10541.469403,OG0003817,M0
8..1,0.0812,1.5824,0.0513,-17275.189161,OG0003808,M0
8..9,0.0396,0.772,0.0513,-17275.189161,OG0003808,M0
9..10,0.0121,0.235,0.0513,-17275.189161,OG0003808,M0
10..11,0.031,0.6043,0.0513,-17275.189161,OG0003808,M0
11..2,0.0318,0.6202,0.0513,-17275.189161,OG0003808,M0
11..3,0.0569,1.1087,0.0513,-17275.189161,OG0003808,M0
10..4,0.0457,0.8913,0.0513,-17275.189161,OG0003808,M0
9..12,0.0419,0.8163,0.0513,-17275.189161,OG0003808,M0
12..5,0.0402,0.7838,0.0513,-17275.189161,OG0003808,M0
12..6,0.0511,0.9966,0.0513,-17275.189161,OG0003808,M0
8..7,0.0671,1.3086,0.0513,-17275.189161,OG0003808,M0
8..1,0.2279,25.3252,0.009,-12726.544177,OG0003812,M0
8..9,0.1538,17.0907,0.009,-12726.544177,OG0003812,M0
9..2,0.0842,9.3534,0.009,-12726.544177,OG0003812,M0
9..3,0.0962,10.6876,0.009,-12726.544177,OG0003812,M0
8..10,0.0449,4.9921,0.009,-12726.544177,OG0003812,M0
10..11,0.0439,4.8756,0.009,-12726.544177,OG0003812,M0
11..4,0.1596,17.7328,0.009,-12726.544177,OG0003812,M0
11..12,0.1373,15.2536,0.009,-12726.544177,OG0003812,M0
12..5,0.1954,21.707,0.009,-12726.544177,OG0003812,M0
12..6,0.1484,16.4921,0.009,-12726.544177,OG0003812,M0
10..7,0.1832,20.3562,0.009,-12726.544177,OG0003812,M0
8..1,0.1207,1.6276,0.0741,-5909.667094,OG0003804,M0
8..9,0.028,0.3779,0.0741,-5909.667094,OG0003804,M0
9..10,0.0513,0.6915,0.0741,-5909.667094,OG0003804,M0
10..11,0.0364,0.4907,0.0741,-5909.667094,OG0003804,M0
11..2,0.0747,1.008,0.0741,-5909.667094,OG0003804,M0
11..3,0.0483,0.652,0.0741,-5909.667094,OG0003804,M0
10..12,0.0579,0.7813,0.0741,-5909.667094,OG0003804,M0
12..5,0.074,0.9985,0.0741,-5909.667094,OG0003804,M0
12..6,0.0598,0.8062,0.0741,-5909.667094,OG0003804,M0
9..7,0.1436,1.9377,0.0741,-5909.667094,OG0003804,M0
8..4,0.1141,1.5397,0.0741,-5909.667094,OG0003804,M0
8..1,0.019,1.5424,0.0123,-2403.574134,OG0003801,M0
8..9,0.0045,0.3626,0.0123,-2403.574134,OG0003801,M0
9..10,0.0108,0.8738,0.0123,-2403.574134,OG0003801,M0
10..11,0.0418,3.3832,0.0123,-2403.574134,OG0003801,M0
11..2,0.0388,3.1437,0.0123,-2403.574134,OG0003801,M0
11..3,0.0424,3.4321,0.0123,-2403.574134,OG0003801,M0
10..12,0.0212,1.7155,0.0123,-2403.574134,OG0003801,M0
12..5,0.0269,2.1822,0.0123,-2403.574134,OG0003801,M0
12..6,0.0113,0.9176,0.0123,-2403.574134,OG0003801,M0
9..4,0.0068,0.5501,0.0123,-2403.574134,OG0003801,M0
8..7,0.0092,0.7434,0.0123,-2403.574134,OG0003801,M0
8..1,0.3421,3.8646,0.0885,-9387.862348,OG0003811,M0
8..9,0.0494,0.5584,0.0885,-9387.862348,OG0003811,M0
9..10,0.0441,0.4985,0.0885,-9387.862348,OG0003811,M0
10..11,0.0759,0.8571,0.0885,-9387.862348,OG0003811,M0
11..2,0.1065,1.2026,0.0885,-9387.862348,OG0003811,M0
11..3,0.1493,1.686,0.0885,-9387.862348,OG0003811,M0
10..12,0.1531,1.7296,0.0885,-9387.862348,OG0003811,M0
12..5,0.1235,1.3947,0.0885,-9387.862348,OG0003811,M0
12..6,0.1452,1.6404,0.0885,-9387.862348,OG0003811,M0
9..4,0.1322,1.4933,0.0885,-9387.862348,OG0003811,M0
8..7,0.2303,2.6014,0.0885,-9387.862348,OG0003811,M0
8..1,0.1068,3.4999,0.0305,-4167.709354,OG0003814,M0
8..9,0.024,0.7877,0.0305,-4167.709354,OG0003814,M0
9..10,0.0612,2.0043,0.0305,-4167.709354,OG0003814,M0
10..2,0.0552,1.8082,0.0305,-4167.709354,OG0003814,M0
10..3,0.0506,1.6569,0.0305,-4167.709354,OG0003814,M0
9..11,0.084,2.7516,0.0305,-4167.709354,OG0003814,M0
11..5,0.0575,1.8843,0.0305,-4167.709354,OG0003814,M0
11..6,0.0658,2.1579,0.0305,-4167.709354,OG0003814,M0
8..12,0.0161,0.5291,0.0305,-4167.709354,OG0003814,M0
12..4,0.0852,2.793,0.0305,-4167.709354,OG0003814,M0
12..7,0.0737,2.4161,0.0305,-4167.709354,OG0003814,M0
8..1,0.1954,52.4604,0.0037,-5625.643639,OG0003800,M0
8..9,0.0572,15.3499,0.0037,-5625.643639,OG0003800,M0
9..10,0.0379,10.1771,0.0037,-5625.643639,OG0003800,M0
10..11,0.1445,38.8064,0.0037,-5625.643639,OG0003800,M0
11..2,0.1417,38.035,0.0037,-5625.643639,OG0003800,M0
11..3,0.1354,36.3636,0.0037,-5625.643639,OG0003800,M0
10..4,0.1944,52.2085,0.0037,-5625.643639,OG0003800,M0
9..12,0.1492,40.0634,0.0037,-5625.643639,OG0003800,M0
12..5,0.218,58.5454,0.0037,-5625.643639,OG0003800,M0
12..6,0.18,48.3417,0.0037,-5625.643639,OG0003800,M0
8..7,0.2344,62.9352,0.0037,-5625.643639,OG0003800,M0
8..1,0.3479,46.2715,0.0075,-6288.883704,OG0003809,M0
8..9,0.0511,6.7949,0.0075,-6288.883704,OG0003809,M0
9..10,0.0329,4.3797,0.0075,-6288.883704,OG0003809,M0
10..11,0.1493,19.8553,0.0075,-6288.883704,OG0003809,M0
11..2,0.173,23.0118,0.0075,-6288.883704,OG0003809,M0
11..3,0.2995,39.8399,0.0075,-6288.883704,OG0003809,M0
10..12,0.2486,33.0625,0.0075,-6288.883704,OG0003809,M0
12..5,0.3201,42.5696,0.0075,-6288.883704,OG0003809,M0
12..6,0.3044,40.4823,0.0075,-6288.883704,OG0003809,M0
9..7,0.4446,59.1326,0.0075,-6288.883704,OG0003809,M0
8..4,0.2876,38.2544,0.0075,-6288.883704,OG0003809,M0
8..1,0.0736,1.5332,0.048,-6295.165283,OG0003823,M0
8..9,0.0383,0.7978,0.048,-6295.165283,OG0003823,M0
9..10,0.0229,0.4763,0.048,-6295.165283,OG0003823,M0
10..11,0.0466,0.9716,0.048,-6295.165283,OG0003823,M0
11..2,0.0286,0.5964,0.048,-6295.165283,OG0003823,M0
11..3,0.0371,0.7739,0.048,-6295.165283,OG0003823,M0
10..12,0.047,0.9788,0.048,-6295.165283,OG0003823,M0
12..5,0.0478,0.9953,0.048,-6295.165283,OG0003823,M0
12..6,0.0358,0.7453,0.048,-6295.165283,OG0003823,M0
9..4,0.0511,1.0654,0.048,-6295.165283,OG0003823,M0
8..7,0.0904,1.8829,0.048,-6295.165283,OG0003823,M0
8..1,0.1417,40.7275,0.0035,-6875.203133,OG0003805,M0
8..9,0.0983,28.2607,0.0035,-6875.203133,OG0003805,M0
9..10,0.0358,10.2749,0.0035,-6875.203133,OG0003805,M0
10..11,0.0891,25.6061,0.0035,-6875.203133,OG0003805,M0
11..2,0.083,23.8531,0.0035,-6875.203133,OG0003805,M0
11..3,0.0916,26.3227,0.0035,-6875.203133,OG0003805,M0
10..12,0.2056,59.0978,0.0035,-6875.203133,OG0003805,M0
12..5,0.1276,36.6564,0.0035,-6875.203133,OG0003805,M0
12..6,0.1503,43.1876,0.0035,-6875.203133,OG0003805,M0
9..4,0.1517,43.5824,0.0035,-6875.203133,OG0003805,M0
8..7,0.1276,36.6778,0.0035,-6875.203133,OG0003805,M0
8..1,0.1243,2.9096,0.0427,-11266.059913,OG0003815,M0
8..9,0.0288,0.6744,0.0427,-11266.059913,OG0003815,M0
9..10,0.0273,0.6402,0.0427,-11266.059913,OG0003815,M0
10..11,0.0597,1.3978,0.0427,-11266.059913,OG0003815,M0
11..2,0.0397,0.9285,0.0427,-11266.059913,OG0003815,M0
11..3,0.0516,1.2076,0.0427,-11266.059913,OG0003815,M0
10..4,0.0806,1.8857,0.0427,-11266.059913,OG0003815,M0
9..12,0.1066,2.4944,0.0427,-11266.059913,OG0003815,M0
12..5,0.0615,1.4403,0.0427,-11266.059913,OG0003815,M0
12..6,0.0601,1.4059,0.0427,-11266.059913,OG0003815,M0
8..7,0.0977,2.2858,0.0427,-11266.059913,OG0003815,M0
8..1,0.1191,1.1374,0.1047,-5781.061814,OG0003810,M0
8..9,0.0248,0.237,0.1047,-5781.061814,OG0003810,M0
9..2,0.0621,0.5927,0.1047,-5781.061814,OG0003810,M0
9..10,0.0242,0.2309,0.1047,-5781.061814,OG0003810,M0
10..3,0.0561,0.5355,0.1047,-5781.061814,OG0003810,M0
10..11,0.0729,0.6959,0.1047,-5781.061814,OG0003810,M0
11..5,0.0814,0.7768,0.1047,-5781.061814,OG0003810,M0
11..6,0.081,0.773,0.1047,-5781.061814,OG0003810,M0
8..12,0.0105,0.0999,0.1047,-5781.061814,OG0003810,M0
12..4,0.0602,0.5746,0.1047,-5781.061814,OG0003810,M0
12..7,0.1628,1.5539,0.1047,-5781.061814,OG0003810,M0
8..1,0.1517,2.1891,0.0693,-7332.154161,OG0003787,M0
8..9,0.0239,0.3448,0.0693,-7332.154161,OG0003787,M0
9..10,0.0849,1.2254,0.0693,-7332.154161,OG0003787,M0
10..11,0.1355,1.9549,0.0693,-7332.154161,OG0003787,M0
11..2,0.0836,1.2063,0.0693,-7332.154161,OG0003787,M0
11..3,0.1317,1.9014,0.0693,-7332.154161,OG0003787,M0
10..12,0.1404,2.0256,0.0693,-7332.154161,OG0003787,M0
12..5,0.1534,2.2135,0.0693,-7332.154161,OG0003787,M0
12..6,0.1266,1.8265,0.0693,-7332.154161,OG0003787,M0
9..7,0.2929,4.2275,0.0693,-7332.154161,OG0003787,M0
8..4,0.3576,5.1613,0.0693,-7332.154161,OG0003787,M0
8..1,0.1994,1.7277,0.1154,-7879.456313,OG0003788,M0
8..9,0.0546,0.4734,0.1154,-7879.456313,OG0003788,M0
9..10,0.0638,0.553,0.1154,-7879.456313,OG0003788,M0
10..11,0.08,0.6934,0.1154,-7879.456313,OG0003788,M0
11..2,0.1459,1.2639,0.1154,-7879.456313,OG0003788,M0
11..3,0.1622,1.4055,0.1154,-7879.456313,OG0003788,M0
10..12,0.1809,1.567,0.1154,-7879.456313,OG0003788,M0
12..5,0.1704,1.4768,0.1154,-7879.456313,OG0003788,M0
12..6,0.1639,1.4203,0.1154,-7879.456313,OG0003788,M0
9..4,0.1705,1.4771,0.1154,-7879.456313,OG0003788,M0
8..7,0.164,1.4205,0.1154,-7879.456313,OG0003788,M0
8..1,0.2256,67.7624,0.0033,-11488.58868,OG0003782,M0
8..9,0.0494,14.8345,0.0033,-11488.58868,OG0003782,M0
9..10,0.0274,8.2348,0.0033,-11488.58868,OG0003782,M0
10..11,0.1248,37.4794,0.0033,-11488.58868,OG0003782,M0
11..2,0.1614,48.4702,0.0033,-11488.58868,OG0003782,M0
11..3,0.1676,50.3443,0.0033,-11488.58868,OG0003782,M0
10..12,0.1358,40.7943,0.0033,-11488.58868,OG0003782,M0
12..5,0.1451,43.5606,0.0033,-11488.58868,OG0003782,M0
12..6,0.1292,38.7933,0.0033,-11488.58868,OG0003782,M0
9..4,0.2464,74.0056,0.0033,-11488.58868,OG0003782,M0
8..7,0.2263,67.9454,0.0033,-11488.58868,OG0003782,M0
8..1,0.2568,3.7003,0.0694,-9252.861887,OG0003778,M0
8..9,0.0722,1.0406,0.0694,-9252.861887,OG0003778,M0
9..10,0.0357,0.5139,0.0694,-9252.861887,OG0003778,M0
10..11,0.1194,1.7205,0.0694,-9252.861887,OG0003778,M0
11..2,0.1063,1.5325,0.0694,-9252.861887,OG0003778,M0
11..3,0.1561,2.249,0.0694,-9252.861887,OG0003778,M0
10..12,0.1475,2.1255,0.0694,-9252.861887,OG0003778,M0
12..5,0.1558,2.2455,0.0694,-9252.861887,OG0003778,M0
12..6,0.1156,1.6664,0.0694,-9252.861887,OG0003778,M0
9..4,0.198,2.8532,0.0694,-9252.861887,OG0003778,M0
8..7,0.2812,4.0531,0.0694,-9252.861887,OG0003778,M0
8..1,0.1241,3.0772,0.0403,-10042.211191,OG0003789,M0
8..9,0.0442,1.0953,0.0403,-10042.211191,OG0003789,M0
9..10,0.0637,1.5797,0.0403,-10042.211191,OG0003789,M0
10..11,0.1465,3.6325,0.0403,-10042.211191,OG0003789,M0
11..2,0.0672,1.665,0.0403,-10042.211191,OG0003789,M0
11..3,0.0825,2.0442,0.0403,-10042.211191,OG0003789,M0
10..12,0.1785,4.4263,0.0403,-10042.211191,OG0003789,M0
12..5,0.1306,3.2375,0.0403,-10042.211191,OG0003789,M0
12..6,0.1259,3.1207,0.0403,-10042.211191,OG0003789,M0
9..4,0.1988,4.9283,0.0403,-10042.211191,OG0003789,M0
8..7,0.1962,4.8641,0.0403,-10042.211191,OG0003789,M0
8..1,0.1566,68.3663,0.0023,-15859.510519,OG0003798,M0
8..9,0.0455,19.8872,0.0023,-15859.510519,OG0003798,M0
9..10,0.0284,12.408,0.0023,-15859.510519,OG0003798,M0
10..11,0.0939,41.0057,0.0023,-15859.510519,OG0003798,M0
11..2,0.0946,41.3212,0.0023,-15859.510519,OG0003798,M0
11..3,0.1405,61.3489,0.0023,-15859.510519,OG0003798,M0
10..4,0.1668,72.8591,0.0023,-15859.510519,OG0003798,M0
9..12,0.1666,72.7436,0.0023,-15859.510519,OG0003798,M0
12..5,0.125,54.5779,0.0023,-15859.510519,OG0003798,M0
12..6,0.1161,50.6943,0.0023,-15859.510519,OG0003798,M0
8..7,0.1585,69.2314,0.0023,-15859.510519,OG0003798,M0
8..1,0.2725,10.4819,0.026,-5352.98881,OG0003781,M0
8..9,0.0513,1.9723,0.026,-5352.98881,OG0003781,M0
9..10,0.1187,4.5666,0.026,-5352.98881,OG0003781,M0
10..2,0.1507,5.7959,0.026,-5352.98881,OG0003781,M0
10..3,0.1416,5.446,0.026,-5352.98881,OG0003781,M0
9..4,0.1575,6.0566,0.026,-5352.98881,OG0003781,M0
8..11,0.0425,1.6339,0.026,-5352.98881,OG0003781,M0
11..12,0.1533,5.8979,0.026,-5352.98881,OG0003781,M0
12..5,0.2098,8.07,0.026,-5352.98881,OG0003781,M0
12..6,0.1813,6.973,0.026,-5352.98881,OG0003781,M0
11..7,0.2415,9.2871,0.026,-5352.98881,OG0003781,M0
8..1,0.2371,58.7703,0.004,-4846.206351,OG0003796,M0
8..9,0.0935,23.1822,0.004,-4846.206351,OG0003796,M0
9..10,0.0428,10.6133,0.004,-4846.206351,OG0003796,M0
10..11,0.0596,14.7634,0.004,-4846.206351,OG0003796,M0
11..2,0.0828,20.5231,0.004,-4846.206351,OG0003796,M0
