branch,dN,dS,omega,lnL,SOG,Model
12..5,0.1821,3.5772,0.0509,-16787.542045,OG0003761,M0
12..6,0.1599,3.1407,0.0509,-16787.542045,OG0003761,M0
9..4,0.1389,2.7286,0.0509,-16787.542045,OG0003761,M0
8..7,0.2265,4.4483,0.0509,-16787.542045,OG0003761,M0
8..1,0.1664,3.6329,0.0458,-12776.864013,OG0003764,M0
8..9,0.046,1.0053,0.0458,-12776.864013,OG0003764,M0
9..10,0.0605,1.3219,0.0458,-12776.864013,OG0003764,M0
10..11,0.1025,2.2388,0.0458,-12776.864013,OG0003764,M0
11..2,0.1016,2.2196,0.0458,-12776.864013,OG0003764,M0
11..3,0.1105,2.4122,0.0458,-12776.864013,OG0003764,M0
10..12,0.1561,3.409,0.0458,-12776.864013,OG0003764,M0
12..5,0.1312,2.8646,0.0458,-12776.864013,OG0003764,M0
12..6,0.0936,2.0436,0.0458,-12776.864013,OG0003764,M0
9..4,0.1676,3.66,0.0458,-12776.864013,OG0003764,M0
8..7,0.1839,4.0169,0.0458,-12776.864013,OG0003764,M0
8..1,0.2415,79.5929,0.003,-6117.076903,OG0003769,M0
8..9,0.0347,11.4465,0.003,-6117.076903,OG0003769,M0
9..10,0.0159,5.247,0.003,-6117.076903,OG0003769,M0
10..11,0.0677,22.3288,0.003,-6117.076903,OG0003769,M0
11..2,0.0869,28.6485,0.003,-6117.076903,OG0003769,M0
11..3,0.1012,33.3401,0.003,-6117.076903,OG0003769,M0
10..4,0.1051,34.6544,0.003,-6117.076903,OG0003769,M0
9..12,0.1008,33.2265,0.003,-6117.076903,OG0003769,M0
12..5,0.1177,38.8015,0.003,-6117.076903,OG0003769,M0
12..6,0.1065,35.0886,0.003,-6117.076903,OG0003769,M0
8..7,0.1048,34.5479,0.003,-6117.076903,OG0003769,M0
8..1,0.269,59.9173,0.0045,-11820.152205,OG0003757,M0
8..9,0.0499,11.1203,0.0045,-11820.152205,OG0003757,M0
9..10,0.0392,8.7243,0.0045,-11820.152205,OG0003757,M0
10..11,0.1593,35.4792,0.0045,-11820.152205,OG0003757,M0
11..2,0.1578,35.1542,0.0045,-11820.152205,OG0003757,M0
11..3,0.1383,30.8201,0.0045,-11820.152205,OG0003757,M0
10..4,0.2404,53.5625,0.0045,-11820.152205,OG0003757,M0
9..12,0.1881,41.9129,0.0045,-11820.152205,OG0003757,M0
12..5,0.25,55.6954,0.0045,-11820.152205,OG0003757,M0
12..6,0.2025,45.1043,0.0045,-11820.152205,OG0003757,M0
8..7,0.2993,66.6815,0.0045,-11820.152205,OG0003757,M0
8..1,0.2138,30.4087,0.007,-11923.465406,OG0003812,M0
8..9,0.1548,22.0251,0.007,-11923.465406,OG0003812,M0
9..2,0.0848,12.0557,0.007,-11923.465406,OG0003812,M0
9..3,0.0965,13.7321,0.007,-11923.465406,OG0003812,M0
8..10,0.0355,5.0552,0.007,-11923.465406,OG0003812,M0
10..11,0.0448,6.3666,0.007,-11923.465406,OG0003812,M0
11..4,0.147,20.9062,0.007,-11923.465406,OG0003812,M0
11..12,0.1394,19.8312,0.007,-11923.465406,OG0003812,M0
12..5,0.1921,27.3249,0.007,-11923.465406,OG0003812,M0
12..6,0.154,21.9054,0.007,-11923.465406,OG0003812,M0
10..7,0.1681,23.9079,0.007,-11923.465406,OG0003812,M0
8..1,0.3317,4.3999,0.0754,-9322.825435,OG0003811,M0
8..9,0.059,0.7824,0.0754,-9322.825435,OG0003811,M0
9..10,0.038,0.5043,0.0754,-9322.825435,OG0003811,M0
10..11,0.071,0.9414,0.0754,-9322.825435,OG0003811,M0
11..2,0.1019,1.3522,0.0754,-9322.825435,OG0003811,M0
11..3,0.1543,2.0469,0.0754,-9322.825435,OG0003811,M0
10..12,0.1566,2.0772,0.0754,-9322.825435,OG0003811,M0
12..5,0.1162,1.5422,0.0754,-9322.825435,OG0003811,M0
12..6,0.1344,1.7828,0.0754,-9322.825435,OG0003811,M0
9..4,0.1431,1.8986,0.0754,-9322.825435,OG0003811,M0
8..7,0.2166,2.8735,0.0754,-9322.825435,OG0003811,M0
8..1,0.3341,53.3144,0.0063,-7521.035216,OG0003809,M0
8..9,0.1251,19.9583,0.0063,-7521.035216,OG0003809,M0
9..10,0.0659,10.5199,0.0063,-7521.035216,OG0003809,M0
10..11,0.1788,28.5243,0.0063,-7521.035216,OG0003809,M0
11..2,0.1976,31.526,0.0063,-7521.035216,OG0003809,M0
11..3,0.3072,49.0188,0.0063,-7521.035216,OG0003809,M0
10..12,0.1915,30.5544,0.0063,-7521.035216,OG0003809,M0
12..5,0.3222,51.4176,0.0063,-7521.035216,OG0003809,M0
12..6,0.2867,45.7456,0.0063,-7521.035216,OG0003809,M0
9..4,0.3395,54.1707,0.0063,-7521.035216,OG0003809,M0
8..7,0.3784,60.383,0.0063,-7521.035216,OG0003809,M0
8..1,0.1217,2.5227,0.0482,-11313.9778,OG0003815,M0
8..9,0.039,0.8078,0.0482,-11313.9778,OG0003815,M0
9..10,0.017,0.353,0.0482,-11313.9778,OG0003815,M0
10..11,0.0594,1.2319,0.0482,-11313.9778,OG0003815,M0
11..2,0.0394,0.8169,0.0482,-11313.9778,OG0003815,M0
11..3,0.0549,1.1381,0.0482,-11313.9778,OG0003815,M0
10..12,0.1126,2.3343,0.0482,-11313.9778,OG0003815,M0
12..5,0.0593,1.2292,0.0482,-11313.9778,OG0003815,M0
12..6,0.0647,1.3416,0.0482,-11313.9778,OG0003815,M0
9..4,0.0807,1.6721,0.0482,-11313.9778,OG0003815,M0
8..7,0.0905,1.8765,0.0482,-11313.9778,OG0003815,M0
8..1,0.1045,3.2587,0.0321,-4183.045872,OG0003814,M0
8..9,0.0272,0.8494,0.0321,-4183.045872,OG0003814,M0
9..10,0.0613,1.9115,0.0321,-4183.045872,OG0003814,M0
10..2,0.0536,1.6725,0.0321,-4183.045872,OG0003814,M0
10..3,0.0529,1.6504,0.0321,-4183.045872,OG0003814,M0
9..11,0.0901,2.8097,0.0321,-4183.045872,OG0003814,M0
11..5,0.0515,1.604,0.0321,-4183.045872,OG0003814,M0
11..6,0.0672,2.0952,0.0321,-4183.045872,OG0003814,M0
8..12,0.0212,0.6597,0.0321,-4183.045872,OG0003814,M0
12..4,0.0911,2.8391,0.0321,-4183.045872,OG0003814,M0
12..7,0.0718,2.2397,0.0321,-4183.045872,OG0003814,M0
8..1,0.2036,1.4055,0.1448,-9842.018633,OG0003827,M0
8..9,0.1103,0.7615,0.1448,-9842.018633,OG0003827,M0
9..10,0.0339,0.2337,0.1448,-9842.018633,OG0003827,M0
10..11,0.0644,0.4443,0.1448,-9842.018633,OG0003827,M0
11..2,0.0915,0.6318,0.1448,-9842.018633,OG0003827,M0
11..3,0.1633,1.1273,0.1448,-9842.018633,OG0003827,M0
10..4,0.2366,1.6333,0.1448,-9842.018633,OG0003827,M0
9..12,0.0947,0.6535,0.1448,-9842.018633,OG0003827,M0
12..5,0.1207,0.8334,0.1448,-9842.018633,OG0003827,M0
12..6,0.1259,0.8691,0.1448,-9842.018633,OG0003827,M0
8..7,0.1809,1.2491,0.1448,-9842.018633,OG0003827,M0
8..1,0.0821,1.5591,0.0527,-17283.255719,OG0003808,M0
8..9,0.0361,0.685,0.0527,-17283.255719,OG0003808,M0
9..10,0.014,0.265,0.0527,-17283.255719,OG0003808,M0
10..11,0.0303,0.5755,0.0527,-17283.255719,OG0003808,M0
11..2,0.0345,0.6544,0.0527,-17283.255719,OG0003808,M0
11..3,0.0563,1.0685,0.0527,-17283.255719,OG0003808,M0
10..4,0.0462,0.8768,0.0527,-17283.255719,OG0003808,M0
9..12,0.0401,0.7603,0.0527,-17283.255719,OG0003808,M0
12..5,0.0394,0.7487,0.0527,-17283.255719,OG0003808,M0
12..6,0.0522,0.9908,0.0527,-17283.255719,OG0003808,M0
8..7,0.0701,1.3315,0.0527,-17283.255719,OG0003808,M0
8..1,0.104,0.9338,0.1114,-5775.135574,OG0003810,M0
8..9,0.0489,0.4386,0.1114,-5775.135574,OG0003810,M0
9..10,0.0241,0.2167,0.1114,-5775.135574,OG0003810,M0
10..2,0.0668,0.5995,0.1114,-5775.135574,OG0003810,M0
10..11,0.026,0.2334,0.1114,-5775.135574,OG0003810,M0
11..3,0.054,0.485,0.1114,-5775.135574,OG0003810,M0
11..12,0.0754,0.6769,0.1114,-5775.135574,OG0003810,M0
12..5,0.0751,0.6743,0.1114,-5775.135574,OG0003810,M0
12..6,0.0866,0.7776,0.1114,-5775.135574,OG0003810,M0
9..4,0.0684,0.6142,0.1114,-5775.135574,OG0003810,M0
8..7,0.1238,1.1117,0.1114,-5775.135574,OG0003810,M0
8..1,0.0946,1.4574,0.0649,-5523.037102,OG0003806,M0
8..9,0.0277,0.4276,0.0649,-5523.037102,OG0003806,M0
9..10,0.0185,0.2844,0.0649,-5523.037102,OG0003806,M0
10..11,0.0414,0.6374,0.0649,-5523.037102,OG0003806,M0
11..2,0.0724,1.1159,0.0649,-5523.037102,OG0003806,M0
11..3,0.0673,1.0372,0.0649,-5523.037102,OG0003806,M0
10..12,0.0689,1.0622,0.0649,-5523.037102,OG0003806,M0
12..5,0.0541,0.8337,0.0649,-5523.037102,OG0003806,M0
12..6,0.0451,0.6943,0.0649,-5523.037102,OG0003806,M0
9..4,0.0486,0.7495,0.0649,-5523.037102,OG0003806,M0
8..7,0.0731,1.1259,0.0649,-5523.037102,OG0003806,M0
8..1,0.1504,66.4582,0.0023,-6619.041416,OG0003805,M0
8..9,0.0762,33.6821,0.0023,-6619.041416,OG0003805,M0
9..10,0.116,51.2443,0.0023,-6619.041416,OG0003805,M0
10..2,0.0868,38.3513,0.0023,-6619.041416,OG0003805,M0
10..3,0.0921,40.6821,0.0023,-6619.041416,OG0003805,M0
9..11,0.038,16.7745,0.0023,-6619.041416,OG0003805,M0
11..4,0.1426,63.0144,0.0023,-6619.041416,OG0003805,M0
11..12,0.187,82.6222,0.0023,-6619.041416,OG0003805,M0
12..5,0.1058,46.7664,0.0023,-6619.041416,OG0003805,M0
12..6,0.1474,65.1163,0.0023,-6619.041416,OG0003805,M0
8..7,0.1192,52.6699,0.0023,-6619.041416,OG0003805,M0
8..1,0.0905,38.8539,0.0023,-5676.687207,OG0003830,M0
8..9,0.0447,19.1629,0.0023,-5676.687207,OG0003830,M0
9..10,0.0312,13.3749,0.0023,-5676.687207,OG0003830,M0
10..11,0.062,26.6165,0.0023,-5676.687207,OG0003830,M0
11..2,0.0669,28.7149,0.0023,-5676.687207,OG0003830,M0
11..3,0.0637,27.3291,0.0023,-5676.687207,OG0003830,M0
10..12,0.068,29.1713,0.0023,-5676.687207,OG0003830,M0
12..5,0.0824,35.3693,0.0023,-5676.687207,OG0003830,M0
12..6,0.0771,33.0767,0.0023,-5676.687207,OG0003830,M0
9..4,0.1506,64.6236,0.0023,-5676.687207,OG0003830,M0
8..7,0.0743,31.8627,0.0023,-5676.687207,OG0003830,M0
8..1,0.1209,1.753,0.0689,-7422.739316,OG0003828,M0
8..9,0.0291,0.4217,0.0689,-7422.739316,OG0003828,M0
9..10,0.0283,0.411,0.0689,-7422.739316,OG0003828,M0
10..11,0.0561,0.8143,0.0689,-7422.739316,OG0003828,M0
11..2,0.0548,0.7946,0.0689,-7422.739316,OG0003828,M0
11..3,0.0763,1.1069,0.0689,-7422.739316,OG0003828,M0
10..12,0.108,1.5667,0.0689,-7422.739316,OG0003828,M0
12..5,0.0896,1.2994,0.0689,-7422.739316,OG0003828,M0
12..6,0.0743,1.0779,0.0689,-7422.739316,OG0003828,M0
9..4,0.099,1.4357,0.0689,-7422.739316,OG0003828,M0
8..7,0.1532,2.2217,0.0689,-7422.739316,OG0003828,M0
8..1,0.1464,41.9189,0.0035,-10584.080682,OG0003817,M0
8..9,0.0237,6.7857,0.0035,-10584.080682,OG0003817,M0
9..10,0.0205,5.8621,0.0035,-10584.080682,OG0003817,M0
10..11,0.0508,14.5472,0.0035,-10584.080682,OG0003817,M0
11..2,0.1128,32.2991,0.0035,-10584.080682,OG0003817,M0
11..3,0.0964,27.6125,0.0035,-10584.080682,OG0003817,M0
10..7,0.1704,48.8024,0.0035,-10584.080682,OG0003817,M0
9..4,0.101,28.9185,0.0035,-10584.080682,OG0003817,M0
8..12,0.1209,34.6129,0.0035,-10584.080682,OG0003817,M0
12..5,0.098,28.0573,0.0035,-10584.080682,OG0003817,M0
12..6,0.0863,24.7168,0.0035,-10584.080682,OG0003817,M0
8..1,0.41,3.8295,0.1071,-6064.596186,OG0003826,M0
8..9,0.1683,1.5718,0.1071,-6064.596186,OG0003826,M0
9..2,0.2202,2.0561,0.1071,-6064.596186,OG0003826,M0
9..3,0.2487,2.3225,0.1071,-6064.596186,OG0003826,M0
8..10,0.0359,0.3357,0.1071,-6064.596186,OG0003826,M0
10..11,0.0839,0.7836,0.1071,-6064.596186,OG0003826,M0
11..4,0.1824,1.7033,0.1071,-6064.596186,OG0003826,M0
11..7,0.238,2.223,0.1071,-6064.596186,OG0003826,M0
10..12,0.142,1.3262,0.1071,-6064.596186,OG0003826,M0
12..5,0.1482,1.3836,0.1071,-6064.596186,OG0003826,M0
12..6,0.1578,1.4735,0.1071,-6064.596186,OG0003826,M0
8..1,0.2447,38.128,0.0064,-4817.108234,OG0003796,M0
8..9,0.0838,13.0494,0.0064,-4817.108234,OG0003796,M0
9..10,0.02,3.1197,0.0064,-4817.108234,OG0003796,M0
10..11,0.0797,12.4107,0.0064,-4817.108234,OG0003796,M0
11..2,0.0781,12.1642,0.0064,-4817.108234,OG0003796,M0
11..3,0.1146,17.8497,0.0064,-4817.108234,OG0003796,M0
10..12,0.1007,15.6857,0.0064,-4817.108234,OG0003796,M0
12..5,0.1105,17.2095,0.0064,-4817.108234,OG0003796,M0
12..6,0.0784,12.2089,0.0064,-4817.108234,OG0003796,M0
9..4,0.0949,14.7865,0.0064,-4817.108234,OG0003796,M0
8..7,0.1492,23.2373,0.0064,-4817.108234,OG0003796,M0
8..1,0.1084,1.7064,0.0635,-5951.527346,OG0003804,M0
8..9,0.0391,0.6156,0.0635,-5951.527346,OG0003804,M0
9..10,0.0687,1.081,0.0635,-5951.527346,OG0003804,M0
10..2,0.0622,0.978,0.0635,-5951.527346,OG0003804,M0
10..11,0.0226,0.3559,0.0635,-5951.527346,OG0003804,M0
11..3,0.045,0.7081,0.0635,-5951.527346,OG0003804,M0
11..12,0.0847,1.3335,0.0635,-5951.527346,OG0003804,M0
12..5,0.0707,1.112,0.0635,-5951.527346,OG0003804,M0
12..6,0.0591,0.9303,0.0635,-5951.527346,OG0003804,M0
9..4,0.1017,1.6008,0.0635,-5951.527346,OG0003804,M0
8..7,0.1525,2.3997,0.0635,-5951.527346,OG0003804,M0
8..1,0.1748,4.7586,0.0367,-5847.510417,OG0003800,M0
8..9,0.0693,1.8866,0.0367,-5847.510417,OG0003800,M0
9..10,0.0419,1.1403,0.0367,-5847.510417,OG0003800,M0
10..11,0.1425,3.8791,0.0367,-5847.510417,OG0003800,M0
11..2,0.1377,3.748,0.0367,-5847.510417,OG0003800,M0
11..3,0.133,3.6208,0.0367,-5847.510417,OG0003800,M0
10..4,0.2263,6.161,0.0367,-5847.510417,OG0003800,M0
9..12,0.1548,4.2148,0.0367,-5847.510417,OG0003800,M0
12..5,0.2485,6.7669,0.0367,-5847.510417,OG0003800,M0
12..6,0.1905,5.1858,0.0367,-5847.510417,OG0003800,M0
8..7,0.2483,6.7601,0.0367,-5847.510417,OG0003800,M0
8..1,0.1209,3.4307,0.0352,-4964.487293,OG0003820,M0
8..9,0.0311,0.8833,0.0352,-4964.487293,OG0003820,M0
9..10,0.0232,0.6584,0.0352,-4964.487293,OG0003820,M0
10..11,0.0528,1.4978,0.0352,-4964.487293,OG0003820,M0
11..2,0.0185,0.5239,0.0352,-4964.487293,OG0003820,M0
11..3,0.0506,1.4363,0.0352,-4964.487293,OG0003820,M0
10..4,0.0586,1.6626,0.0352,-4964.487293,OG0003820,M0
9..12,0.0781,2.2155,0.0352,-4964.487293,OG0003820,M0
12..5,0.116,3.2934,0.0352,-4964.487293,OG0003820,M0
12..6,0.0873,2.4765,0.0352,-4964.487293,OG0003820,M0
8..7,0.0976,2.7701,0.0352,-4964.487293,OG0003820,M0
8..1,0.1645,73.5366,0.0022,-15659.881248,OG0003798,M0
8..9,0.0458,20.4927,0.0022,-15659.881248,OG0003798,M0
9..10,0.0237,10.5827,0.0022,-15659.881248,OG0003798,M0
10..11,0.0952,42.5761,0.0022,-15659.881248,OG0003798,M0
11..2,0.1095,48.9553,0.0022,-15659.881248,OG0003798,M0
11..3,0.1321,59.057,0.0022,-15659.881248,OG0003798,M0
10..12,0.1634,73.0493,0.0022,-15659.881248,OG0003798,M0
12..5,0.1156,51.6721,0.0022,-15659.881248,OG0003798,M0
12..6,0.1162,51.9238,0.0022,-15659.881248,OG0003798,M0
9..4,0.162,72.4322,0.0022,-15659.881248,OG0003798,M0
8..7,0.1392,62.219,0.0022,-15659.881248,OG0003798,M0
8..1,0.4759,86.5876,0.0055,-8681.758903,OG0003822,M0
8..9,0.1204,21.9046,0.0055,-8681.758903,OG0003822,M0
9..10,0.0454,8.2665,0.0055,-8681.758903,OG0003822,M0
10..11,0.3268,59.4506,0.0055,-8681.758903,OG0003822,M0
11..2,0.2273,41.3471,0.0055,-8681.758903,OG0003822,M0
11..3,0.4627,84.1766,0.0055,-8681.758903,OG0003822,M0
10..7,0.3096,56.3247,0.0055,-8681.758903,OG0003822,M0
9..4,0.2719,49.4728,0.0055,-8681.758903,OG0003822,M0
8..12,0.1338,24.3472,0.0055,-8681.758903,OG0003822,M0
12..5,0.2287,41.6039,0.0055,-8681.758903,OG0003822,M0
12..6,0.1631,29.6807,0.0055,-8681.758903,OG0003822,M0
8..1,0.1876,28.4021,0.0066,-5360.858067,OG0003818,M0
8..9,0.1575,23.8456,0.0066,-5360.858067,OG0003818,M0
9..10,0.028,4.2327,0.0066,-5360.858067,OG0003818,M0
10..11,0.1363,20.6261,0.0066,-5360.858067,OG0003818,M0
11..2,0.2277,34.4615,0.0066,-5360.858067,OG0003818,M0
11..3,0.4156,62.9052,0.0066,-5360.858067,OG0003818,M0
10..4,0.1819,27.5344,0.0066,-5360.858067,OG0003818,M0
9..12,0.1857,28.1139,0.0066,-5360.858067,OG0003818,M0
12..5,0.2636,39.8919,0.0066,-5360.858067,OG0003818,M0
12..6,0.2948,44.6227,0.0066,-5360.858067,OG0003818,M0
8..7,0.3375,51.0911,0.0066,-5360.858067,OG0003818,M0
8..1,0.0688,1.4695,0.0468,-6283.917737,OG0003823,M0
8..9,0.0423,0.9023,0.0468,-6283.917737,OG0003823,M0
9..10,0.0225,0.4811,0.0468,-6283.917737,OG0003823,M0
10..11,0.0471,1.0061,0.0468,-6283.917737,OG0003823,M0
11..2,0.0281,0.6007,0.0468,-6283.917737,OG0003823,M0
11..3,0.0367,0.7834,0.0468,-6283.917737,OG0003823,M0
10..12,0.0478,1.0216,0.0468,-6283.917737,OG0003823,M0
12..5,0.0478,1.0203,0.0468,-6283.917737,OG0003823,M0
12..6,0.0351,0.7504,0.0468,-6283.917737,OG0003823,M0
9..4,0.0517,1.1044,0.0468,-6283.917737,OG0003823,M0
8..7,0.0853,1.8221,0.0468,-6283.917737,OG0003823,M0
8..1,0.0786,27.9688,0.0028,-6769.969918,OG0003802,M0
8..9,0.0322,11.4643,0.0028,-6769.969918,OG0003802,M0
9..10,0.0513,18.2606,0.0028,-6769.969918,OG0003802,M0
10..11,0.112,39.8258,0.0028,-6769.969918,OG0003802,M0
11..2,0.0815,28.978,0.0028,-6769.969918,OG0003802,M0
11..3,0.045,16.0141,0.0028,-6769.969918,OG0003802,M0
10..12,0.0734,26.1072,0.0028,-6769.969918,OG0003802,M0
12..5,0.0782,27.8062,0.0028,-6769.969918,OG0003802,M0
12..6,0.0787,27.9782,0.0028,-6769.969918,OG0003802,M0
9..7,0.1201,42.7147,0.0028,-6769.969918,OG0003802,M0
8..4,0.1387,49.3317,0.0028,-6769.969918,OG0003802,M0
8..1,0.0138,5.3125,0.0026,-2413.695305,OG0003801,M0
8..9,0.0,0.0,0.0026,-2413.695305,OG0003801,M0
9..10,0.0,0.0,0.0026,-2413.695305,OG0003801,M0
10..11,0.0556,21.476,0.0026,-2413.695305,OG0003801,M0
11..2,0.0408,15.7341,0.0026,-2413.695305,OG0003801,M0
11..3,0.0455,17.5629,0.0026,-2413.695305,OG0003801,M0
10..7,0.0023,0.8922,0.0026,-2413.695305,OG0003801,M0
9..4,0.0037,1.4371,0.0026,-2413.695305,OG0003801,M0
8..12,0.0465,17.9612,0.0026,-2413.695305,OG0003801,M0
12..5,0.0312,12.0466,0.0026,-2413.695305,OG0003801,M0
12..6,0.01,3.8643,0.0026,-2413.695305,OG0003801,M0
8..1,0.1601,2.2339,0.0717,-8093.860471,OG0003787,M0
8..9,0.0126,0.1753,0.0717,-8093.860471,OG0003787,M0
9..10,0.062,0.8649,0.0717,-8093.860471,OG0003787,M0
10..11,0.1518,2.1175,0.0717,-8093.860471,OG0003787,M0
11..2,0.1106,1.5431,0.0717,-8093.860471,OG0003787,M0
